PLAYER_ID,PLAYER_NAME,ACTIVE_STATUS
1627732,Ben Simmons,1
1629014,Anfernee Simons,1
1630579,Jericho Sims,1
1631376,Dmytro Skapintsev,0
1641771,Jalen Slawson,1
1630606,Javonte Smart,0
203935,Marcus Smart,1
1630696,Dru Smith,1
202397,Ish Smith,1
1630188,Jalen Smith,1
1631173,Terquavion Smith,1
1628372,Dennis Smith Jr.,1
1631095,Jabari Smith Jr.,1
1641733,Nick Smith Jr.,1
1631110,Jeremy Sochan,1
1630531,Jaden Springer,1
1630205,Lamar Stevens,1
1630191,Isaiah Stewart,1
1631124,Julian Strawther,1
1629622,Max Strus,1
1630591,Jalen Suggs,1
1631306,Cole Swider,1
1630256,Jae'Sean Tate,1
1628369,Jayson Tatum,1
1630678,Terry Taylor,1
202066,Garrett Temple,1
1631207,Dalen Terry,1
1628464,Daniel Theis,1
1630560,Cam Thomas,1
1641708,Amen Thompson,1
1641709,Ausar Thompson,1
202691,Klay Thompson,1
202684,Tristan Thompson,1
1630550,JT Thor,1
1629680,Matisse Thybulle,1
1630214,Xavier Tillman,1
1631210,Jacob Toppin,1
1630167,Obi Toppin,1
1629308,Juan Toscano-Anderson,0
1626157,Karl-Anthony Towns,1
1629018,Gary Trent Jr.,1
1631131,Oscar Tshiebwe,1
200782,P.J. Tucker,1
1626167,Myles Turner,1
1641816,Hunter Tyson,1
1630649,Stanley Umude,1
202685,Jonas Valanciunas,1
1627832,Fred VanVleet,1
1629020,Jarred Vanderbilt,1
1630170,Devin Vassell,1
1628426,Sasha Vezenkov,1
1629216,Gabe Vincent,1
202696,Nikola Vucevic,1
1629731,Dean Wade,1
1630532,Franz Wagner,1
1629021,Moritz Wagner,1
1630688,Ish Wainright,0
1631133,Jabari Walker,1
1641716,Jarace Walker,1
1629022,Lonnie Walker IV,1
1641717,Cason Wallace,1
1641775,Jordan Walsh,1
1629023,P.J. Washington,1
1630613,Duane Washington Jr.,1
1631102,TyTy Washington Jr.,1
1629139,Yuta Watanabe,1
1630322,Lindy Waters III,1
1630570,Trendon Watford,1
1631212,Peyton Watson,1
1641705,Victor Wembanyama,1
1631104,Blake Wesley,1
201566,Russell Westbrook,1
1629632,Coby White,1
1628401,Derrick White,1
1641727,Dariq Whitehead,1
1641715,Cam Whitmore,1
1630598,Aaron Wiggins,1
203952,Andrew Wiggins,1
1629623,Lindell Wigginton,0
1630314,Brandon Williams,1
1629684,Grant Williams,1
1631114,Jalen Williams,1
1631119,Jaylin Williams,1
1629026,Kenrich Williams,1
1631109,Mark Williams,1
1631466,Nate Williams,1
1630172,Patrick Williams,1
1630533,Ziaire Williams,1
1629057,Robert Williams III,1
1631246,Vince Williams Jr.,1
1629627,Zion Williamson,1
1630592,Jalen Wilson,1
1629685,Dylan Windler,1
1630164,James Wiseman,1
1631209,Isaiah Wong,1
1626174,Christian Wood,1
1626153,Delon Wright,1
201152,Thaddeus Young,1
1629027,Trae Young,1
1630209,Omer Yurtseven,1
203469,Cody Zeller,1
1627826,Ivica Zubac,1
