INDEX,PLAYER_ID,PLAYER_NAME,R_PPG,R_APG,R_RPG,R_SPG,R_BPG,R_FG,R_eFG,R_TS,P_PPG,P_APG,P_RPG,P_SPG,P_BPG,P_FG,P_eFG,P_TS
2364,77284,Herm Klotz,1.4,0.6,0.0,0.0,0.0,0.226,0.226,0.232,1.0,0.2,0,0,0,0.222,0.222,0.291
2365,77285,Duane Klueh,8.5,1.6,1.6,0.0,0.0,0.369,0.369,0.448,2.8,0.8,1.5,0,0,0,0,nan
2366,77290,Billy Knight,14.8,2.0,4.3,0.9,0.1,0.506,0.508,0.567,7.1,1.0,2.1,0.3,0,0.464,0.464,0.484
2367,77287,Bob Knight,3.5,4.0,0.5,0.0,0.0,0.429,0.429,0.47,0,0,0,0,0,0,0,0
2368,2688,Brandin Knight,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
2369,202688,Brandon Knight,13.5,3.9,3.0,0.9,0.2,0.41,0.478,0.52,0,0,0,0,0,0,0,0
2370,1510,Brevin Knight,7.1,6.0,2.5,1.7,0.1,0.41,0.412,0.472,2.8,3.1,2.0,1.8,0.1,0.255,0.255,0.347
2371,1630233,Nathan Knight,3.7,0.4,2.0,0.2,0.2,0.476,0.509,0.582,0.8,0,0.9,0,0.2,0.273,0.273,0.253
2372,1861,Negele Knight,6.4,2.8,1.3,0.5,0.1,0.44,0.449,0.495,5.1,1.6,0.8,0.2,0.1,0.422,0.428,0.476
2373,77288,Ron Knight,4.7,0.8,2.8,0.0,0.0,0.433,0.433,0.444,0,0,0,0,0,0,0,0
2374,77289,Toby Knight,12.9,1.2,5.1,0.9,0.7,0.519,0.519,0.544,2.7,0.2,3.2,0.2,0.7,0.3,0.3,0.34
2375,969,Travis Knight,3.4,0.6,3.1,0.4,0.6,0.438,0.444,0.48,1.5,0.1,1.0,0.1,0.2,0.607,0.607,0.601
2376,77291,Lee Knorek,6.7,1.6,0.0,0.0,0.0,0.303,0.303,0.36,9.3,1.6,0,0,0,0.388,0.388,0.433
2377,77292,Dick Knostman,2.6,1.2,3.4,0.0,0.0,0.3,0.3,0.438,0,0,0,0,0,0,0,0
2378,77293,Rod Knowles,1.1,0.0,1.1,0.0,0.0,0.286,0.286,0.294,0,0,0,0,0,0,0,0
2379,1628995,Kevin Knox II,7.0,0.7,2.8,0.4,0.2,0.394,0.478,0.509,8.0,0.3,1.0,0.7,0.3,0.636,0.909,0.94
2380,77294,Bart Kofoed,1.5,1.0,0.5,0.2,0.0,0.387,0.397,0.448,2.1,1.1,1.4,0.1,0,0.391,0.413,0.44
2381,77295,Don Kojis,12.2,1.4,5.6,0.9,0.2,0.446,0.446,0.492,13.8,2.0,6.5,0.2,0,0.442,0.442,0.49
2382,1631132,Christian Koloko,3.1,0.5,2.9,0.4,1.0,0.48,0.483,0.517,0,0,0,0,0,0,0,0
2383,77296,Milo Komenich,9.9,1.9,0.0,0.0,0.0,0.283,0.283,0.326,8.5,1.8,0,0,0,0.243,0.243,0.285
2384,77297,Howard Komives,10.3,4.0,2.5,0.7,0.1,0.388,0.388,0.444,7.6,3.8,2.5,0,0,0.301,0.301,0.341
2385,402,Jon Koncak,4.5,1.0,4.9,0.7,1.0,0.47,0.473,0.499,4.2,0.7,3.9,0.5,0.9,0.446,0.446,0.51
2386,1629723,John Konchar,4.6,1.3,4.0,0.8,0.3,0.483,0.575,0.588,0.9,0.6,2.1,0.4,0.3,0.238,0.262,0.297
2387,77299,Bud Koper,4.4,0.8,1.1,0.0,0.0,0.44,0.44,0.476,0,0,0,0,0,0,0,0
2388,77300,Joe Kopicki,3.7,0.7,2.7,0.3,0.1,0.493,0.498,0.597,2.7,0.4,1.8,0.1,0.1,0.409,0.409,0.458
2389,1627788,Furkan Korkmaz,7.4,1.2,2.1,0.6,0.1,0.406,0.512,0.54,4.2,0.6,1.5,0.3,0.2,0.387,0.476,0.51
2390,77301,Frank Kornet,1.9,0.3,1.1,0.2,0.0,0.369,0.398,0.43,0,0,0.5,0,0,0.0,0.0,0
2391,1628436,Luke Kornet,4.6,0.9,2.6,0.3,0.8,0.455,0.535,0.554,1.4,0.1,0.9,0,0.1,0.846,0.923,0.915
2392,101117,Yaroslav Korolev,1.1,0.4,0.5,0.2,0.0,0.283,0.315,0.368,0,0,0,0,0,0,0,0
2393,2594,Kyle Korver,9.7,1.7,2.9,0.6,0.3,0.442,0.574,0.602,8.0,1.0,2.5,0.6,0.4,0.417,0.554,0.584
2394,77302,Len Kosmalski,1.4,0.7,1.9,0.1,0.1,0.398,0.398,0.463,1.0,0.8,1.7,0.2,0,0.667,0.667,0.694
2395,77303,Andy Kostecka,6.4,0.7,0.0,0.0,0.0,0.418,0.418,0.479,0,0,0,0,0,0,0,0
2396,77304,Harold Kottman,3.1,0.3,0.0,0.0,0.0,0.314,0.314,0.355,0,0,0,0,0,0,0,0
2397,201585,Kosta Koufos,5.5,0.5,4.9,0.4,0.7,0.53,0.53,0.542,2.4,0.2,2.6,0.2,0.4,0.462,0.469,0.502
2398,77305,Tom Kozelko,2.2,0.5,1.8,0.4,0.1,0.419,0.419,0.46,1.6,0.1,0.7,0,0.0,0.6,0.6,0.653
2399,77306,Arvid Kramer,2.0,0.4,1.5,0.0,0.6,0.318,0.318,0.35,0,0,0,0,0,0,0,0
2400,77307,Barry Kramer,3.6,0.8,1.9,0.0,0.0,0.339,0.339,0.417,0,0,0,0,0,0,0,0
2401,77308,Joel Kramer,3.8,1.0,2.8,0.4,0.2,0.479,0.479,0.532,4.6,0.9,2.8,0.4,0.3,0.538,0.538,0.581
2402,77309,Dan Kraus,1.6,0.5,0.0,0.0,0.0,0.143,0.143,0.23,0,0,0,0,0,0,0,0
2403,77310,Herb Krautblatt,1.3,0.4,0.0,0.0,0.0,0.222,0.222,0.285,0,0,0,0,0,0,0,0
2404,203139,Viacheslav Kravtsov,2.2,0.2,1.4,0.1,0.2,0.672,0.672,0.6,0,0,0,0,0,0,0,0
2405,77311,Jim Krebs,8.0,0.8,6.2,0.0,0.0,0.405,0.405,0.447,5.3,0.9,5.6,0,0,0.372,0.372,0.429
2406,1630249,Vit Krejci,3.8,1.3,2.2,0.4,0.2,0.407,0.498,0.52,0,0,0,0,0,0,0,0
2407,77312,Wayne Kreklow,1.2,0.4,0.5,0.1,0.0,0.234,0.245,0.292,0,0,0,0,0,0,0,0
2408,77313,Tom Kron,6.5,2.8,3.3,0.0,0.0,0.389,0.389,0.449,0,0,0,0,0,0.0,0.0,0
2409,77314,Tom Kropp,2.5,0.6,0.8,0.3,0.0,0.44,0.44,0.476,1.0,0,0,0,0,1.0,1.0,0
2410,2420,Nenad Krstic,9.8,0.8,5.3,0.4,0.6,0.496,0.496,0.536,10.4,0.8,5.4,0.3,0.7,0.505,0.505,0.558
2411,1474,Larry Krystkowiak,8.2,1.2,4.9,0.6,0.1,0.457,0.458,0.52,7.4,1.5,5.4,0.5,0.2,0.41,0.41,0.506
2412,77316,Steve Kuberski,5.4,0.6,3.8,0.1,0.1,0.421,0.421,0.47,5.7,0.5,3.0,0.0,0.1,0.46,0.46,0.516
2413,77317,Leo Kubiak,11.5,3.2,0.0,0.0,0.0,0.326,0.326,0.395,0,0,0,0,0,0,0,0
2414,77318,Bruce Kuczenski,1.9,0.5,1.5,0.1,0.1,0.27,0.27,0.331,0,0,0,0,0,0,0,0
2415,77319,Frank Kudelka,7.2,2.1,3.2,0.0,0.0,0.331,0.331,0.389,3.0,2.0,5.0,0,0,0.286,0.286,0.278
2416,77320,John Kuester,3.3,2.3,1.0,0.6,0.0,0.427,0.427,0.49,0,0,0,0,0,0,0,0
2417,77322,Ray Kuka,4.9,0.7,0.0,0.0,0.0,0.32,0.32,0.362,2.7,0,0,0,0,0.3,0.3,0.368
2418,389,Toni Kukoc,11.7,3.7,4.2,1.0,0.3,0.446,0.49,0.53,10.7,3.2,3.9,1.0,0.3,0.44,0.501,0.535
2419,1629083,Arnoldas Kulboka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
2420,1630228,Jonathan Kuminga,9.6,1.4,3.4,0.5,0.4,0.519,0.574,0.598,4.5,0.5,1.4,0.2,0.1,0.512,0.548,0.589
2421,77323,Kevin Kunnert,7.8,1.3,6.9,0.4,1.1,0.476,0.476,0.499,9.2,1.2,7.7,0.3,0.9,0.467,0.467,0.486
2422,77324,Mitch Kupchak,10.2,0.7,5.4,0.3,0.3,0.523,0.523,0.568,7.7,0.6,4.7,0.2,0.2,0.474,0.474,0.516
2423,77325,Charles Kupec,4.1,0.7,2.1,0.2,0.0,0.427,0.427,0.471,1.9,0.4,1.5,0.3,0,0.444,0.444,0.498
2424,1629066,Rodions Kurucs,5.3,0.8,2.8,0.6,0.2,0.439,0.514,0.54,5.9,0.8,4.1,0.4,0.2,0.475,0.5,0.524
2425,201633,Rob Kurz,3.9,0.5,2.0,0.4,0.5,0.389,0.447,0.513,0,0,0,0,0,0,0,0
2426,2825,Ibrahim Kutluay,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
2427,1628398,Kyle Kuzma,16.5,2.5,6.4,0.6,0.5,0.449,0.519,0.545,9.1,0.9,3.3,0.3,0.3,0.401,0.467,0.5
2428,203136,Ognjen Kuzmic,0.9,0.2,1.0,0.1,0.1,0.52,0.52,0.554,0,0,1.3,0,0,0,0,0
2429,1627851,Mindaugas Kuzminskas,6.2,1.0,1.8,0.4,0.2,0.426,0.499,0.53,0,0,0,0,0,0,0,0
2430,77327,Fred LaCour,6.5,1.9,3.3,0.0,0.0,0.421,0.421,0.468,4.0,0.8,1.2,0,0,0.333,0.333,0.415
2431,1711,Raef LaFrentz,10.5,1.1,6.2,0.5,1.8,0.464,0.516,0.54,8.5,0.5,5.2,0.5,2.2,0.446,0.486,0.507
2432,77328,Tom LaGarde,7.6,1.5,5.1,0.3,0.4,0.462,0.462,0.512,3.0,0.8,2.5,0.1,0.1,0.415,0.415,0.466
2433,1631222,Jake LaRavia,3.0,0.6,1.8,0.3,0.1,0.389,0.516,0.531,0,0,0,0,0,0,0,0
2434,1601,Rusty LaRue,5.0,1.6,1.3,0.6,0.1,0.376,0.431,0.461,5.0,1.5,1.5,0.2,0,0.375,0.438,0.49
2435,77340,Rudy LaRusso,15.6,2.1,9.4,0.0,0.0,0.431,0.431,0.504,14.5,2.1,8.4,0,0,0.405,0.405,0.483
2436,203897,Zach LaVine,20.5,3.9,4.0,0.9,0.3,0.465,0.535,0.58,19.2,6.0,5.2,0.8,0.2,0.429,0.5,0.553
2437,1627746,Skal Labissiere,6.7,1.0,4.1,0.3,0.6,0.494,0.514,0.549,0.7,0,0,0,0,0.25,0.25,0.225
2438,77326,Sam Lacey,9.9,3.6,9.3,1.2,1.5,0.441,0.441,0.48,9.4,5.0,9.9,1.9,1.5,0.401,0.403,0.456
2439,363,Christian Laettner,12.8,2.5,6.6,1.0,0.8,0.482,0.487,0.558,10.5,1.5,4.7,0.8,0.5,0.432,0.438,0.506
2440,201802,Oliver Lafayette,7.0,2.0,4.0,0.0,0.0,0.5,0.583,0,0,0,0,0,0,0,0,0
2441,100263,Bill Laimbeer,12.6,2.0,9.6,0.7,0.9,0.498,0.506,0.553,12.0,1.7,9.7,0.7,0.7,0.468,0.486,0.526
2442,77329,Pete Lalich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
2443,77330,Bo Lamar,7.1,2.5,1.3,0.8,0.0,0.406,0.406,0.425,3.3,1.4,0.9,0.3,0,0.293,0.293,0.363
2444,1630237,Anthony Lamb,6.2,1.4,3.2,0.4,0.3,0.447,0.558,0.583,0.8,0,1.0,0.2,0.2,0.4,0.5,0
2445,203117,Doron Lamb,3.4,0.7,1.0,0.3,0.0,0.377,0.442,0.469,0,0,0,0,0,0,0,0
2446,203087,Jeremy Lamb,9.9,1.6,3.5,0.7,0.4,0.436,0.499,0.543,3.6,0.6,1.4,0.5,0.1,0.431,0.461,0.483
2447,77331,John Lambert,3.7,0.6,3.2,0.3,0.3,0.428,0.428,0.458,2.4,0.4,2.1,0.3,0.2,0.4,0.4,0.428
2448,77332,Jeff Lamp,5.8,1.1,1.7,0.4,0.0,0.472,0.477,0.524,2.3,0.7,0.3,0.1,0,0.406,0.422,0.426
2449,2573,Maciej Lampe,3.1,0.3,2.2,0.1,0.2,0.388,0.393,0.417,0,0,0,0,0,0,0,0
2450,77333,Jim Lampley,3.0,0.0,5.0,1.0,0.0,0.333,0.333,0.387,0,0,0,0,0,0,0,0
2451,2253,Sean Lampley,4.5,0.7,2.1,0.2,0.1,0.463,0.463,0.533,0,0,0,0,0,0,0,0
2452,1629111,Jock Landale,5.9,0.9,3.4,0.2,0.4,0.516,0.562,0.596,6.1,0.4,4.0,0.4,0.4,0.63,0.63,0.648
2453,201171,Carl Landry,11.6,0.7,5.0,0.5,0.4,0.531,0.532,0.591,9.9,0.7,4.6,0.6,0.4,0.504,0.504,0.567
2454,202068,Marcus Landry,2.4,0.0,1.1,0.1,0.1,0.372,0.477,0.487,0,0,0,0,0,0,0,0
2455,77334,Mark Landsberger,6.0,0.5,6.4,0.3,0.2,0.488,0.488,0.503,2.3,0.2,3.7,0.1,0.1,0.368,0.368,0.391
2456,77335,Jerome Lane,5.1,1.5,5.7,0.6,0.2,0.436,0.436,0.435,1.8,1.0,1.8,0,0,0.2,0.2,0.298
2457,457,Andrew Lang,6.5,0.6,4.9,0.5,1.5,0.466,0.467,0.51,4.6,0.3,3.2,0.4,1.2,0.444,0.444,0.52
2458,226,Antonio Lang,2.2,0.3,1.4,0.4,0.3,0.449,0.449,0.512,0,0,0,0,0,0,0,0
2459,2591,James Lang,1.0,0.2,1.0,0.0,0.3,0.444,0.444,0.491,0,0,0,0,0,0,0,0
2460,1892,Trajan Langdon,5.4,1.3,1.3,0.5,0.1,0.416,0.497,0.551,0,0,0,0,0,0,0,0
2461,101247,Keith Langford,1.0,0.0,1.0,0.0,0.0,0.25,0.25,0,0,0,0,0,0,0,0,0
2462,1629641,Romeo Langford,4.6,0.6,2.1,0.4,0.3,0.431,0.485,0.506,4.2,0.6,1.2,0.4,0.2,0.405,0.488,0.515
2463,2061,Dan Langhi,2.9,0.3,1.5,0.2,0.1,0.39,0.403,0.421,0,0,0,0,0,0,0,0
2464,600005,Bob Lanier,20.0,3.1,10.0,1.1,1.5,0.516,0.516,0.56,18.6,3.5,9.6,0.9,1.5,0.532,0.532,0.573
2465,77338,Stu Lantz,11.9,2.8,3.2,0.7,0.1,0.433,0.433,0.507,12.7,1.8,3.8,0.3,0,0.453,0.453,0.536
2466,1627879,Nicolas Laprovittola,3.3,1.6,0.6,0.2,0.1,0.426,0.532,0.579,0,0,0,0,0,0,0,0
2467,77339,York Larese,5.1,1.6,1.3,0.0,0.0,0.373,0.373,0.421,3.3,0.6,1.7,0,0,0.314,0.314,0.372
2468,203499,Shane Larkin,5.5,2.9,1.9,0.9,0.1,0.422,0.468,0.5,3.2,1.7,0.9,0.4,0,0.421,0.474,0.51
2469,77341,John Laskowski,7.1,0.8,2.4,0.7,0.1,0.398,0.398,0.43,0,0,0,0,0,0,0,0
2470,201186,Stephane Lasme,5.2,0.2,3.3,0.8,1.4,0.451,0.451,0.488,0,0,0,0,0,0,0,0
2471,77342,Dave Lattin,4.5,0.6,3.8,0.0,0.0,0.4,0.4,0.453,1.4,0.2,1.0,0,0,0.2,0.2,0.458
2472,968,Priest Lauderdale,3.4,0.4,1.9,0.1,0.4,0.472,0.472,0.497,0,0,0.7,0,0,0.0,0.0,0
2473,77344,Rich Laurel,2.4,0.3,1.0,0.3,0.1,0.323,0.323,0.366,0,0,0,0,0,0,0,0
2474,77345,Walt Lautenbach,4.3,1.3,0.0,0.0,0.0,0.301,0.301,0.334,0,0,0,0,0,0,0,0
2475,203530,Joffrey Lauvergne,5.5,0.9,3.7,0.3,0.1,0.47,0.5,0.526,4.0,1.2,2.5,0,0,0.417,0.417,0.546
2476,77346,Tony Lavelli,6.9,0.7,2.0,0.0,0.0,0.367,0.367,0.466,2.0,0.5,0.5,0,0,0.2,0.2,0.34
2477,77347,Bob Lavoy,8.2,1.5,6.2,0.0,0.0,0.384,0.384,0.438,7.8,0.8,2.0,0,0,0.345,0.345,0.436
2478,201151,Acie Law,4.0,1.6,1.0,0.5,0.0,0.422,0.443,0.504,2.2,1.1,0.3,0.2,0,0.529,0.559,0.664
2479,1629724,Vic Law,1.9,0.4,1.4,0.2,0.0,0.333,0.361,0.363,3.0,1.0,2.0,0,0,1.0,1.5,0
2480,202371,Gani Lawal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2481,77348,Ed Lawrence,4.0,0.3,1.3,0.3,0.0,0.625,0.625,0.615,0,0,0,0,0,0,0,0
2482,1630639,A.J. Lawson,3.7,0.1,1.4,0.1,0.0,0.5,0.614,0.589,0,0,0,0,0,0,0,0
2483,1535,Jason Lawson,1.5,0.3,1.6,0.2,0.2,0.6,0.6,0.67,0,0,0,0,0,0,0,0
2484,201951,Ty Lawson,11.9,5.8,2.6,1.1,0.1,0.456,0.5,0.55,12.0,4.2,2.3,0.9,0.1,0.458,0.497,0.545
2485,1627774,Jake Layman,4.8,0.5,1.7,0.4,0.3,0.46,0.526,0.547,1.9,0.2,0.7,0.3,0,0.429,0.464,0.511
2486,77350,Dennis Layton,6.9,2.6,1.3,0.4,0.1,0.448,0.448,0.485,0,0,0,0,0,0,0,0
2487,1627747,Caris LeVert,15.1,4.1,3.9,1.1,0.4,0.438,0.495,0.528,18.6,4.7,5.0,0.9,0.3,0.431,0.512,0.547
2488,1628388,T.J. Leaf,3.3,0.3,1.9,0.2,0.2,0.492,0.529,0.538,1.6,0,1.2,0,0,0.429,0.429,0.508
2489,77351,Emanuel Leaks,8.3,0.9,6.8,0.2,0.7,0.391,0.391,0.432,1.0,0,1.0,0,0,0.5,0.5,0
2490,77352,Hal Lear,1.3,0.3,0.3,0.0,0.0,0.333,0.333,0,0,0,0,0,0,0,0,0
2491,77353,Allen Leavell,9.5,4.8,1.7,1.3,0.2,0.45,0.462,0.52,6.4,3.2,1.3,0.9,0.1,0.366,0.383,0.462
2492,77354,Jeff Lebo,1.5,0.8,1.0,0.5,0.0,0.286,0.286,0.381,0,0,0,0,0,0,0,0
2493,287,Eric Leckner,4.1,0.5,3.2,0.2,0.3,0.496,0.496,0.534,2.9,0.3,1.4,0,0,0.5,0.536,0.557
2494,1629665,Jalen Lecque,1.7,0.4,0.8,0.0,0.0,0.263,0.263,0.354,0,0,0,0,0,0,0,0
2495,203495,Ricky Ledo,4.4,0.9,1.6,0.3,0.0,0.335,0.39,0.432,0,0,0,0,0,0,0,0
2496,77356,Butch Lee,8.1,3.2,1.4,0.9,0.0,0.45,0.45,0.507,0.7,0,0.3,0,0,0,0,1.136
2497,77357,Clyde Lee,7.5,1.1,10.2,0.4,0.3,0.43,0.43,0.47,7.1,1.2,10.2,0,0.3,0.397,0.397,0.43
2498,201584,Courtney Lee,9.4,1.6,2.6,1.0,0.3,0.453,0.519,0.551,9.0,1.4,2.1,0.9,0.2,0.457,0.505,0.553
2499,1627814,Damion Lee,8.2,1.4,3.4,0.7,0.1,0.436,0.535,0.574,2.0,0.5,1.5,0.1,0,0.352,0.417,0.436
2500,101135,David Lee,13.2,2.2,8.6,0.7,0.4,0.535,0.535,0.576,5.6,1.0,4.4,0.3,0.2,0.49,0.49,0.519
2501,77358,Doug Lee,2.3,0.4,0.6,0.2,0.1,0.412,0.473,0.507,0,0.5,0,0,0.5,0.0,0.0,0
2502,77359,George Lee,7.5,0.9,4.2,0.0,0.0,0.379,0.379,0.464,6.4,0.9,2.8,0,0,0.436,0.436,0.501
2503,77360,Greg Lee,1.2,2.2,0.4,0.4,0.0,0.5,0.5,0.615,0,0,0,0,0,0,0,0
2504,77361,Keith Lee,6.1,1.0,4.7,0.4,0.6,0.451,0.452,0.493,0,0,0,0,0,0,0,0
2505,77362,Kurk Lee,1.4,0.7,0.6,0.2,0.0,0.268,0.289,0.396,0,0,0,0,0,0,0,0
2506,202723,Malcolm Lee,3.9,1.4,1.8,0.6,0.3,0.382,0.419,0.46,0,0,0,0,0,0,0,0
2507,77363,Rock Lee,1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.266,0,0,0,0,0,0,0,0
2508,77364,Ron Lee,7.2,3.8,2.7,1.9,0.3,0.414,0.422,0.464,6.0,1.5,3.0,2.0,0,0.312,0.312,0.355
2509,77365,Russell Lee,2.9,0.7,1.2,0.4,0.1,0.391,0.391,0.428,2.5,0.3,0.6,0.5,0.2,0.591,0.591,0.568
2510,1630240,Saben Lee,5.8,3.1,2.0,0.8,0.2,0.423,0.458,0.518,0,0,0,0,0,0,0,0
2511,77366,Ed Leede,7.8,1.9,2.1,0.0,0.0,0.334,0.334,0.432,1.5,1.0,0,0,0,0.143,0.143,0.202
2512,77367,Hank Lefkowitz,2.1,0.2,0.0,0.0,0.0,0.193,0.193,0.213,3.0,0,0,0,0,0.222,0.222,0.244
2513,100,Tim Legler,7.2,1.3,1.6,0.5,0.1,0.446,0.518,0.565,0.3,0.7,0.3,0,0,0.0,0.0,0.174
2514,77369,George Lehmann,3.2,1.8,0.8,0.0,0.0,0.356,0.356,0.405,0,2.0,0,0,0,0.0,0.0,0
2515,1627215,Walt Lemon Jr.,9.4,3.2,2.6,1.0,0.2,0.437,0.451,0.472,0,0,0,0,0,0,0,0
2516,203458,Alex Len,7.4,0.8,5.6,0.4,0.9,0.519,0.536,0.57,3.2,0.2,2.6,0.1,0.2,0.652,0.652,0.679
2517,702,Voshon Lenard,11.7,2.1,2.8,0.8,0.2,0.414,0.493,0.525,12.5,1.9,2.7,0.5,0.2,0.431,0.538,0.576
2518,77371,Bob Leonard,9.9,3.3,2.9,0.0,0.0,0.349,0.349,0.409,9.8,4.9,2.6,0,0,0.357,0.357,0.41
2519,77370,Gary Leonard,1.4,0.1,1.1,0.1,0.3,0.459,0.459,0.48,2.0,0,1.0,0,0,1.0,1.0,0
2520,202695,Kawhi Leonard,19.6,3.0,6.4,1.7,0.6,0.495,0.549,0.603,21.4,2.9,7.8,1.8,0.7,0.512,0.569,0.622
2521,203086,Meyers Leonard,5.6,0.9,3.9,0.2,0.3,0.482,0.565,0.589,4.9,0.7,3.0,0.2,0.1,0.547,0.67,0.662
2522,77372,Jim Les,3.8,2.9,1.2,0.5,0.1,0.396,0.499,0.558,0,0.3,0,0,0,0,0,0
2523,202727,Travis Leslie,1.4,0.5,0.9,0.2,0.2,0.357,0.357,0.39,0,0,0,0,0,0,0,0
2524,77373,Ronnie Lester,7.3,4.0,1.9,0.7,0.1,0.469,0.47,0.533,2.7,0.9,1.0,0.1,0,0.394,0.394,0.475
2525,77374,Clifford Lett,3.5,0.7,0.6,0.2,0.1,0.432,0.432,0.464,0,0,0,0,0,0,0,0
2526,202720,Jon Leuer,6.1,0.8,3.6,0.4,0.3,0.484,0.514,0.542,1.3,0.2,1.2,0.2,0.1,0.467,0.5,0.521
2527,77375,Andrew Levane,4.5,2.0,1.3,0.0,0.0,0.31,0.31,0.339,3.4,1.4,0,0,0,0.351,0.351,0.395
2528,77376,Lafayette Lever,13.9,6.2,6.0,2.2,0.3,0.447,0.455,0.496,12.4,6.2,5.8,1.9,0.2,0.414,0.431,0.482
2529,77377,Cliff Levingston,7.1,0.9,5.2,0.6,0.7,0.516,0.516,0.554,3.8,0.4,2.8,0.3,0.5,0.502,0.506,0.547
2530,77385,Bobby Lewis,5.8,2.2,2.1,0.0,0.0,0.381,0.381,0.436,4.5,1.0,0.8,0,0,0.419,0.419,0.418
2531,736,Cedric Lewis,1.3,0.0,0.7,0.3,0.0,0.667,0.667,0,0,0,0,0,0,0,0,0
2532,77379,Fred Lewis,8.4,1.4,0.0,0.0,0.0,0.312,0.312,0.359,12.3,1.0,0,0,0,0.429,0.429,0.47
2533,77380,Freddie Lewis,5.8,1.5,1.4,0.6,0.1,0.401,0.401,0.462,2.7,0,1.3,0,0,0.444,0.444,0
2534,77381,Grady Lewis,5.8,0.9,0.0,0.0,0.0,0.257,0.257,0.31,6.2,0.5,0,0,0,0.242,0.242,0.314
2535,1631171,Justin Lewis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2536,729,Martin Lewis,3.6,0.3,1.4,0.4,0.2,0.473,0.493,0.518,0,0,0,0,0,0,0,0
2537,1900,Quincy Lewis,3.6,0.6,1.3,0.4,0.2,0.397,0.429,0.454,3.6,0.3,1.5,0.4,0.7,0.36,0.39,0.398
2538,77383,Ralph Lewis,2.3,0.3,1.2,0.2,0.1,0.419,0.421,0.456,0.4,0.1,0.8,0,0,0.333,0.333,0
2539,1740,Rashard Lewis,14.7,1.7,5.2,1.1,0.5,0.451,0.523,0.561,12.8,1.8,4.7,0.7,0.5,0.436,0.508,0.555
2540,77384,Reggie Lewis,17.6,2.6,4.3,1.3,0.9,0.488,0.49,0.538,17.5,2.6,4.2,1.2,0.5,0.51,0.511,0.558
2541,1630575,Scottie Lewis,0.5,0.5,0.0,0.5,0.0,0,0,0.568,0,0,0,0,0,0,0,0
2542,1630184,Kira Lewis Jr.,5.8,1.9,1.4,0.6,0.1,0.401,0.461,0.491,0,0,0,0,0,0,0,0
2543,77386,Marcus Liberty,6.7,0.9,3.2,0.7,0.3,0.412,0.43,0.461,0,0,0,0,0,0,0,0
2544,77387,Todd Lichti,7.7,1.3,2.1,0.7,0.2,0.457,0.464,0.515,14.7,3.0,6.0,0.3,0,0.517,0.517,0.589
2545,1630604,E.J. Liddell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2546,202732,DeAndre Liggins,2.0,0.8,1.5,0.6,0.2,0.394,0.463,0.479,0.8,0.4,1.4,0.1,0.1,0.3,0.35,0.356
2547,77388,Bill Ligon,3.3,0.7,0.7,0.2,0.2,0.385,0.385,0.409,1.0,0,0,0,0,1.0,1.0,0
2548,203081,Damian Lillard,25.2,6.7,4.2,1.0,0.3,0.439,0.523,0.588,25.7,6.2,4.5,1.2,0.3,0.412,0.494,0.561
2549,202391,Jeremy Lin,11.3,4.1,2.7,1.0,0.3,0.434,0.486,0.549,7.2,2.2,2.0,0.4,0.1,0.376,0.411,0.49
2550,77389,Steve Lingenfelter,1.0,0.5,1.6,0.1,0.3,0.714,0.714,0.519,0,0,0,0,0,0,0,0
2551,175,Alton Lister,6.3,0.9,6.2,0.4,1.5,0.512,0.512,0.539,7.1,0.8,5.8,0.4,1.6,0.505,0.505,0.541
2552,1629642,Nassir Little,6.0,0.8,3.2,0.3,0.4,0.451,0.532,0.56,1.7,0,0.3,0,0.3,0.25,0.375,0.434
2553,1630587,Isaiah Livers,6.6,0.9,2.8,0.6,0.5,0.426,0.56,0.582,0,0,0,0,0,0,0,0
2554,988,Randy Livingston,3.8,2.0,1.4,0.6,0.2,0.406,0.429,0.469,3.1,1.2,1.2,0.5,0.1,0.317,0.349,0.396
2555,2733,Shaun Livingston,6.3,3.0,2.4,0.7,0.4,0.487,0.489,0.533,6.4,2.4,2.6,0.4,0.2,0.507,0.508,0.553
2556,77392,Ron Livingstone,6.9,2.1,2.5,0.0,0.0,0.285,0.285,0.344,5.0,1.2,1.0,0,0,0.421,0.421,0.453
2557,1024,Horacio Llamas,2.1,0.2,1.3,0.4,0.3,0.469,0.48,0.509,0,0,0,0,0,0,0,0
2558,77394,Earl Lloyd,8.4,1.4,6.4,0.0,0.0,0.356,0.356,0.416,8.1,1.9,5.8,0,0,0.337,0.337,0.402
2559,77395,Lewis Lloyd,12.7,2.8,3.0,0.9,0.3,0.525,0.526,0.559,14.7,4.4,3.8,0.9,0.6,0.484,0.487,0.525
