INDEX,ID,PLAYER_NAME,REG_OFF_REB,REG_DEF_REB,PLY_OFF_REB,PLY_DEF_REB
2425,201633,Rob Kurz,0.8,1.2,0,0
2426,2825,Ibrahim Kutluay,0.0,0.2,0,0
2427,1628398,Kyle Kuzma,1.1,5.3,0.8,2.4
2428,203136,Ognjen Kuzmic,0.5,0.6,0.3,1.0
2429,1627851,Mindaugas Kuzminskas,0.7,1.1,0,0
2430,77327,Fred LaCour,0,0,0,0
2431,1711,Raef LaFrentz,1.8,4.3,1.7,3.5
2432,77328,Tom LaGarde,1.6,3.5,1.0,1.6
2433,1631222,Jake LaRavia,0.5,1.3,0,0
2434,1601,Rusty LaRue,0.2,1.1,0.0,1.5
2435,77340,Rudy LaRusso,0,0,0,0
2436,203897,Zach LaVine,0.5,3.5,0.0,5.3
2437,1627746,Skal Labissiere,1.5,3.0,0.0,0.0
2438,77326,Sam Lacey,2.2,6.9,2.3,7.6
2439,363,Christian Laettner,1.9,4.8,1.3,3.4
2440,201802,Oliver Lafayette,1.0,3.0,0,0
2441,100263,Bill Laimbeer,2.6,7.1,2.3,7.4
2442,77329,Pete Lalich,0,0,0,0
2443,77330,Bo Lamar,0.4,0.9,0.0,0.9
2444,1630237,Anthony Lamb,0.9,2.3,0.2,0.8
2445,203117,Doron Lamb,0.2,0.8,0,0
2446,203087,Jeremy Lamb,0.5,3.1,0.4,1.1
2447,77331,John Lambert,1.3,2.1,0.9,1.3
2448,77332,Jeff Lamp,0.5,1.1,0.3,0.1
2449,2573,Maciej Lampe,0.6,1.6,0,0
2450,77333,Jim Lampley,1.0,4.0,0,0
2451,2253,Sean Lampley,0.6,1.5,0,0
2452,1629111,Jock Landale,1.5,1.9,1.4,2.6
2453,201171,Carl Landry,1.9,3.0,1.7,2.9
2454,202068,Marcus Landry,0.3,0.8,0,0
2455,77334,Mark Landsberger,2.4,3.8,1.6,2.1
2456,77335,Jerome Lane,2.6,3.2,0.3,1.5
2457,457,Andrew Lang,1.6,3.2,1.0,2.2
2458,226,Antonio Lang,0.6,0.9,0.0,0.0
2459,2591,James Lang,0.5,0.5,0,0
2460,1892,Trajan Langdon,0.2,1.1,0,0
2461,101247,Keith Langford,0.0,1.0,0,0
2462,1629641,Romeo Langford,0.8,1.3,0.5,0.7
2463,2061,Dan Langhi,0.4,1.1,0,0
2464,600005,Bob Lanier,2.6,6.8,2.7,7.0
2465,77338,Stu Lantz,0.8,1.4,1.4,2.7
2466,1627879,Nicolas Laprovittola,0.1,0.5,0,0
2467,77339,York Larese,0,0,0,0
2468,203499,Shane Larkin,0.3,1.6,0.1,0.8
2469,77341,John Laskowski,0.6,1.8,0,0
2470,201186,Stephane Lasme,1.6,1.7,0,0
2471,77342,Dave Lattin,0,0,0,0
2472,968,Priest Lauderdale,0.6,1.4,0.3,0.3
2473,77344,Rich Laurel,0.6,0.4,0,0
2474,77345,Walt Lautenbach,0,0,0,0
2475,203530,Joffrey Lauvergne,1.1,2.6,1.3,1.3
2476,77346,Tony Lavelli,0,0,0,0
2477,77347,Bob Lavoy,0,0,0,0
2478,201151,Acie Law,0.2,0.9,0.1,0.2
2479,1629724,Vic Law,0.3,1.1,0.0,2.0
2480,202371,Gani Lawal,0.0,0.0,0,0
2481,77348,Ed Lawrence,0.7,0.7,0,0
2482,1630639,A.J. Lawson,0.4,1.0,0,0
2483,1535,Jason Lawson,0.5,1.1,0,0
2484,201951,Ty Lawson,0.6,2.1,0.6,1.7
2485,1627774,Jake Layman,0.4,1.3,0.1,0.6
2486,77350,Dennis Layton,0.2,0.8,0,0
2487,1627747,Caris LeVert,0.7,3.1,1.3,3.7
2488,1628388,T.J. Leaf,0.7,1.3,0.6,0.6
2489,77351,Emanuel Leaks,1.8,2.8,0.5,0.5
2490,77352,Hal Lear,0,0,0,0
2491,77353,Allen Leavell,0.4,1.2,0.3,1.0
2492,77354,Jeff Lebo,0.5,0.5,0,0
2493,287,Eric Leckner,0.8,2.4,0.4,1.0
2494,1629665,Jalen Lecque,0.2,0.6,0,0
2495,203495,Ricky Ledo,0.6,0.8,0,0
2496,77356,Butch Lee,0.4,1.0,0.0,0.3
2497,77357,Clyde Lee,3.0,5.5,1.3,4.0
2498,201584,Courtney Lee,0.4,2.2,0.3,1.7
2499,1627814,Damion Lee,0.5,2.9,0.4,1.2
2500,101135,David Lee,2.6,6.2,1.4,3.0
2501,77358,Doug Lee,0.2,0.3,0.0,0.0
2502,77359,George Lee,0,0,0,0
2503,77360,Greg Lee,0.0,0.4,0,0
2504,77361,Keith Lee,1.5,3.2,0,0
2505,77362,Kurk Lee,0.1,0.5,0,0
2506,202723,Malcolm Lee,0.7,1.1,0,0
2507,77363,Rock Lee,0.0,0.5,0,0
2508,77364,Ron Lee,0.9,1.8,1.0,2.0
2509,77365,Russell Lee,0.6,0.8,0.2,0.3
2510,1630240,Saben Lee,0.5,1.6,0,0
2511,77366,Ed Leede,0,0,0,0
2512,77367,Hank Lefkowitz,0,0,0,0
2513,100,Tim Legler,0.4,1.1,0.0,0.3
2514,77369,George Lehmann,0,0,0,0
2515,1627215,Walt Lemon Jr.,0.4,2.3,0,0
2516,203458,Alex Len,1.8,3.9,0.9,1.7
2517,702,Voshon Lenard,0.6,2.2,0.5,2.1
2518,77371,Bob Leonard,0,0,0,0
2519,77370,Gary Leonard,0.4,0.7,0.0,1.0
2520,202695,Kawhi Leonard,1.2,5.2,1.8,6.0
2521,203086,Meyers Leonard,0.7,3.2,0.5,2.5
2522,77372,Jim Les,0.3,1.0,0.0,0.0
2523,202727,Travis Leslie,0.6,0.3,0,0
2524,77373,Ronnie Lester,0.6,1.3,0.5,0.5
2525,77374,Clifford Lett,0.1,0.5,0,0
2526,202720,Jon Leuer,0.9,2.8,0.5,0.8
2527,77375,Andrew Levane,0,0,0,0
2528,77376,Lafayette Lever,1.9,4.1,1.8,4.0
2529,77377,Cliff Levingston,2.1,3.1,1.3,1.6
2530,77385,Bobby Lewis,0,0,0,0
2531,736,Cedric Lewis,0.7,0.0,0,0
2532,77379,Fred Lewis,0,0,0,0
2533,77380,Freddie Lewis,0.5,0.9,0,0
2534,77381,Grady Lewis,0,0,0,0
2535,1631171,Justin Lewis,0,0,0,0
2536,729,Martin Lewis,0.8,0.6,0,0
2537,1900,Quincy Lewis,0.4,0.9,0.3,1.3
2538,77383,Ralph Lewis,0.6,0.6,0.3,0.5
2539,1740,Rashard Lewis,1.4,3.8,1.1,3.6
2540,77384,Reggie Lewis,1.3,3.0,1.3,2.9
2541,1630575,Scottie Lewis,0.0,0.0,0,0
2542,1630184,Kira Lewis Jr.,0.3,1.1,0,0
2543,77386,Marcus Liberty,1.6,1.9,0,0
2544,77387,Todd Lichti,0.7,1.4,1.7,4.3
2545,1630604,E.J. Liddell,0,0,0,0
2546,202732,DeAndre Liggins,0.3,1.2,0.0,1.4
2547,77388,Bill Ligon,0.4,0.3,0.0,0.0
2548,203081,Damian Lillard,0.6,3.6,0.7,3.8
2549,202391,Jeremy Lin,0.4,2.4,0.4,1.6
2550,77389,Steve Lingenfelter,0.4,1.2,0,0
2551,175,Alton Lister,1.9,4.4,2.1,3.8
2552,1629642,Nassir Little,0.8,2.4,0.0,0.3
2553,1630587,Isaiah Livers,0.6,2.2,0,0
2554,988,Randy Livingston,0.4,1.0,0.5,0.7
2555,2733,Shaun Livingston,0.6,1.8,0.7,2.0
2556,77392,Ron Livingstone,0,0,0,0
2557,1024,Horacio Llamas,0.3,1.0,0,0
2558,77394,Earl Lloyd,0,0,0,0
2559,77395,Lewis Lloyd,1.3,1.8,2.0,1.8
2560,77396,Scott Lloyd,1.1,1.9,0,0
2561,77397,Bob Lochmueller,0,0,0,0
2562,77398,Robert Lock,0.7,0.9,0,0
2563,77399,Darrell Lockhart,0.0,1.5,0,0
2564,1100,Ian Lockhart,0.0,0.0,0,0
2565,77401,Kevin Loder,0.8,1.5,0,0
2566,77402,Don Lofgran,0,0,0,0
2567,1629155,Zach Lofton,0.0,0.0,0,0
2568,1631254,Kenneth Lofton Jr.,0.8,1.3,0.3,0.5
2569,77403,Johnny Logan,0,0,0,0
2570,38,Brad Lohaus,0.7,2.1,0.5,1.7
2571,1609,Art Long,1.3,1.9,0,0
2572,3,Grant Long,2.2,4.0,2.3,3.5
2573,1381,John Long,1.1,1.7,0.8,0.7
2574,77406,Paul Long,0,0,0,0
2575,1627848,Shawn Long,2.3,2.4,0,0
2576,26,Luc Longley,1.5,3.4,1.6,2.7
2577,1626172,Kevon Looney,2.1,3.5,2.7,4.1
2578,201572,Brook Lopez,2.0,4.2,2.2,4.0
2579,1732,Felipe Lopez,0.9,1.6,0.7,1.0
2580,2221,Raul Lopez,0.3,1.4,0,0
2581,201577,Robin Lopez,2.2,2.6,2.7,2.7
2582,943,Ryan Lorthridge,0.6,1.3,0,0
2583,77409,Jim Loscutoff,0,0,0,0
2584,77410,Plummer Lott,0,0,0,0
2585,77411,Kevin Loughery,0,0,0,0
2586,1629712,Didi Louzada,0.5,1.2,0,0
2587,77412,Bob Love,2.0,3.7,2.4,4.3
2588,201567,Kevin Love,2.4,7.9,1.7,7.0
2589,77413,Stan Love,1.0,2.2,0.5,1.0
2590,77414,Clyde Lovellette,0,0,0,0
2591,77415,Sidney Lowe,0.4,1.3,0,0
2592,77416,Chuck Lowery,0,0,0,0
2593,200768,Kyle Lowry,0.8,3.6,0.7,3.6
2594,1628070,Jordan Loyd,0.1,0.7,0,0
2595,77417,Al Lucas,0,0,0,0
2596,77418,Jerry Lucas,0.8,4.3,0.5,1.5
2597,77419,John Lucas,0.5,1.8,0.4,1.7
2598,203564,Kalin Lucas,0.0,1.5,0,0
2599,77420,Maurice Lucas,2.5,6.3,2.2,6.2
2600,101249,John Lucas III,0.2,0.7,0.3,0.7
2601,77421,Ted Luckenbill,0,0,0,0
2602,1731,Tyronn Lue,0.2,1.5,0.1,0.5
2603,77422,Jim Luisi,0,0,0,0
2604,77423,Al Lujack,0,0,0,0
2605,77424,Phil Lumpkin,0.2,0.8,0.3,0.5
2606,77425,Ray Lumpp,0,0,0,0
2607,1630994,Gabriel Lundberg,0.5,1.3,0,0
2608,1627789,Timothe Luwawu-Cabarrot,0.4,1.6,0.1,1.3
2609,1628399,Tyler Lydon,0.3,0.4,0,0
2610,1626168,Trey Lyles,0.8,3.5,0.8,2.8
2611,248,George Lynch,1.9,3.1,2.3,3.5
2612,77426,Kevin Lynch,0.4,0.8,0.0,0.0
2613,77427,Mike Lynn,0,0,0,0
2614,1627815,Sheldon Mac,0.1,1.0,0.0,0.3
2615,1928,Todd MacCulloch,1.5,2.5,1.5,1.8
2616,77430,Ronnie MacGilvray,0,0,0,0
2617,931,Don MacLean,1.1,2.7,0,0
2618,77428,Mike Macaluso,0.3,0.5,0,0
2619,77429,Ed Macauley,0,0,0,0
2620,203159,Scott Machado,0.0,0.1,0.0,0.2
2621,101178,Arvydas Macijauskas,0.2,0.4,0,0
2622,77432,Ollie Mack,1.0,1.5,0,0
2623,694,Sam Mack,0.4,1.6,0.1,1.7
2624,202714,Shelvin Mack,0.3,1.7,0.4,1.5
2625,1635,Malcolm Mackey,0.5,0.5,0,0
2626,77435,Rudy Macklin,1.3,1.6,1.4,2.2
2627,202731,Vernon Macklin,0.6,0.9,0,0
2628,77436,Johnny Macknowski,0,0,0,0
2629,1629133,Daryl Macon,0.2,0.8,0,0
2630,1855,Mark Macon,0.7,1.2,0,0
2631,1629122,J.P. Macura,0.0,1.0,0,0
2632,77438,Kyle Macy,0.6,1.6,0.8,1.8
2633,77439,Jack Maddox,0,0,0,0
2634,2432,Tito Maddox,0.1,0.7,0,0
2635,1666,Gerald Madkins,0.1,0.5,0,0
2636,2058,Mark Madsen,1.2,1.3,1.0,1.0
2637,77441,Norm Mager,0,0,0,0
2638,203705,Josh Magette,0.1,0.8,0,0
2639,1894,Corey Maggette,1.1,3.8,0.6,6.7
2640,77442,Dave Magley,0.1,0.6,0,0
2641,2048,Jamaal Magloire,2.1,4.4,1.6,3.7
2642,1630266,Will Magnay,0.0,0.0,0,0
2643,101133,Ian Mahinmi,1.5,2.9,1.1,1.5
2644,77443,John Mahnken,0,0,0,0
2645,77444,Francis Mahoney,0,0,0,0
2646,328,Rick Mahorn,1.6,4.6,1.4,4.0
2647,105,Dan Majerle,1.2,3.3,1.2,3.7
2648,200970,Renaldo Major,0.0,2.0,0,0
2649,1627748,Thon Maker,0.8,1.9,1.1,2.1
2650,77447,Lionel Malamed,0,0,0,0
2651,1630177,Theo Maledon,0.4,2.5,0,0
2652,117,Jeff Malone,0.6,2.0,0.7,2.1
2653,252,Karl Malone,2.4,7.7,2.6,8.1
2654,77449,Moses Malone,5.1,7.1,5.4,8.4
2655,1074,Matt Maloney,0.2,1.5,0.0,1.2
2656,77450,Steve Malovic,0.9,1.3,0,0
2657,1630572,Sandro Mamukelashvili,1.3,1.9,0,0
2658,77451,Ted Manakas,0.0,0.6,0,0
2659,77452,John Mandic,0,0,0,0
2660,1630211,Karim Mane,0.1,1.3,0,0
2661,77453,Frank Mangiapane,0,0,0,0
2662,986,Marcus Mann,0,0,0,0
2663,1629611,Terance Mann,0.9,2.8,0.6,1.4
2664,1630544,Tre Mann,0.4,2.2,0,0
2665,330,Danny Manning,1.7,3.5,1.5,3.2
2666,77454,Ed Manning,0,0,0,0
2667,316,Richard Manning,0.6,1.1,1.0,0.3
2668,1630185,Nico Mannion,0.2,1.3,0,0
2669,77456,Pace Mannion,0.4,0.8,0.4,0.5
2670,77457,Nick Mantis,0,0,0,0
2671,77459,Pete Maravich,1.0,3.3,0.0,0.9
2672,77458,Peter Maravich,0,0,0,0
2673,203906,Devyn Marble,0.3,1.3,0,0
2674,77460,Roy Marble,0.6,0.5,0,0
2675,950,Stephon Marbury,0.7,2.3,0.6,1.9
2676,36,Sarunas Marciulionis,0.8,1.5,0.9,1.4
2677,77462,Saul Mariaschin,0,0,0,0
2678,77463,Jack Marin,0.9,2.3,0.6,1.7
2679,1890,Shawn Marion,2.3,6.3,2.4,6.2
2680,1626246,Boban Marjanovic,1.2,2.4,1.2,2.7
2681,1628374,Lauri Markkanen,1.3,5.9,0,0
2682,200806,Damir Markota,0.4,0.7,0,0
2683,1752,Sean Marks,0.7,1.5,1.7,1.7
2684,77464,Harvey Marlatt,0,0,0,0
2685,77465,Eric Marsh,0.3,1.0,0,0
2686,77466,Jim Marsh,0,0,0,0
2687,681,Donny Marshall,0.3,0.7,0.0,0.0
2688,923,Donyell Marshall,2.0,4.7,1.3,2.7
2689,203088,Kendall Marshall,0.1,1.4,0,0
2690,1630230,Naji Marshall,0.6,2.9,0.5,0.5
2691,101185,Rawle Marshall,0.3,0.7,0,0
2692,77467,Tom Marshall,0,0,0,0
2693,77468,Vester Marshall,1.1,1.8,0,0
2694,77481,Bill Martin,0.6,1.0,0,0
2695,77478,Bob Martin,0.7,1.5,0,0
2696,77469,Brian Martin,0.1,0.4,0,0
2697,1628997,Caleb Martin,1.0,2.7,1.0,3.1
2698,201858,Cartier Martin,0.4,1.5,0.3,0.7
2699,1628998,Cody Martin,1.0,2.5,0,0
2700,733,Cuonzo Martin,0.3,0.1,0,0
2701,239,Darrick Martin,0.2,0.9,0.3,0.5
2702,77473,Don Martin,0,0,0,0
2703,77471,Donald Martin,0,0,0,0
2704,77472,Fernando Martin,0.3,0.8,0.0,0.0
2705,1626185,Jarell Martin,1.0,2.4,0.9,0.8
2706,77474,Jeff Martin,0.9,1.1,0,0
2707,1629725,Jeremiah Martin,0.2,0.8,0.0,1.0
2708,1629103,Kelan Martin,0.5,1.9,0,0
2709,2030,Kenyon Martin,1.7,5.1,1.8,5.0
2710,2755,Kevin Martin,0.6,2.6,0.5,2.5
2711,77475,Larue Martin,1.4,3.2,0,0
2712,77476,Mo Martin,0.4,0.6,0.7,1.0
2713,77477,Phil Martin,0,0,0,0
2714,77479,Ronald Martin,0,0,0,0
2715,77480,Slater Martin,0,0,0,0
2716,1631213,Tyrese Martin,0.3,0.4,0,0
2717,1630231,Kenyon Martin Jr.,1.4,3.5,0,0
2718,469,Jamal Mashburn,1.1,4.2,1.1,3.6
2719,77482,Al Masino,0,0,0,0
2720,193,Anthony Mason,2.2,6.1,2.3,4.3
2721,2046,Desmond Mason,1.3,3.2,0.9,5.1
2722,1628412,Frank Mason III,0.4,1.6,0.0,0.0
2723,2427,Roger Mason Jr.,0.2,1.6,0.1,0.8
2724,763,Tony Massenburg,1.5,2.8,0.7,1.4
2725,77483,Eddie Mast,0,0,0,0
2726,1628999,Yante Maten,0.5,1.0,0,0
2727,1629726,Garrison Mathews,0.3,1.5,0.0,0.7
2728,1628493,Mangok Mathiang,0.8,1.8,0,0
2729,1629751,Dakota Mathias,0.1,0.6,0,0
2730,1631097,Bennedict Mathurin,1.1,3.0,0,0
2731,77484,Wes Matthews,0.4,1.0,0.1,0.4
2732,202083,Wesley Matthews,0.5,2.3,0.7,2.2
2733,77485,Ariel Maughan,0,0,0,0
2734,77486,Marlon Maxey,1.4,2.3,0,0
2735,1630178,Tyrese Maxey,0.3,2.3,0.5,2.9
2736,101131,Jason Maxiell,1.7,2.5,1.1,2.1
2737,77487,Cedric Maxwell,2.5,3.8,2.3,3.1
2738,137,Vernon Maxwell,0.4,2.1,0.5,2.4
2739,77489,Don May,0.3,1.4,0,0
2740,77490,Scott May,1.4,2.7,1.9,1.7
2741,101118,Sean May,1.3,2.7,0,0
2742,195,Lee Mayberry,0.3,1.0,0,0
2743,77492,Clyde Mayes,1.4,2.3,0.0,2.0
2744,77493,Tharon Mayes,0.1,0.5,0,0
2745,77495,Bill Mayfield,1.0,0.3,0,0
2746,77494,Ken Mayfield,0.1,0.5,0,0
2747,201953,Eric Maynor,0.3,1.1,0.3,1.1
2748,201564,O.J. Mayo,0.5,2.6,0.5,2.8
2749,1630219,Skylar Mays,0.3,0.9,0.0,0.3
2750,77496,Travis Mays,0.7,1.4,0.0,1.0
2751,77497,Matt Mazza,0,0,0,0
2752,201601,Luc Mbah a Moute,1.4,2.7,1.0,2.7
2753,2788,DJ Mbenga,0.6,0.9,0.2,0.8
2754,77498,Bob McAdoo,2.4,7.1,1.9,5.6
2755,203949,James Michael McAdoo,0.7,1.0,0.2,0.7
2756,77499,Ken McBride,0,0,0,0
2757,1630540,Miles McBride,0.2,0.7,0.0,0.3
2758,1628769,Tahjere McCall,0.0,1.0,0,0
2759,203492,Ray McCallum,0.5,1.5,0,0
2760,737,Bob McCann,0.9,1.8,1.0,1.0
2761,77500,Brendan McCann,0,0,0,0
2762,77502,Mel McCants,0.1,0.4,0.0,0.0
2763,101119,Rashad McCants,0.5,1.6,0,0
2764,77503,Mike McCarron,0,0,0,0
2765,77504,Andre McCarter,0.3,0.6,0,0
2766,77505,Willie McCarter,0,0,0,0
2767,77506,Johnny McCarthy,0,0,0,0
2768,77507,Howie McCarty,0,0,0,0
2769,1820,Kelly McCarty,1.0,0.5,0,0
2770,962,Walter McCarty,0.7,1.9,0.5,1.8
2771,1043,Amal McCaskill,0.7,1.2,0.0,1.5
2772,1627775,Patrick McCaw,0.3,1.3,0.4,0.8
2773,77509,Dwayne McClain,0.3,0.4,0,0
2774,77510,Ted 'Hound Dog' McClain,0.5,1.8,0.5,1.0
2775,2082,Dan McClintock,1.7,1.2,0,0
2776,77512,Jack McCloskey,0,0,0,0
2777,45,George McCloud,0.9,2.2,0.6,2.7
2778,1630644,Mac McClung,0.8,2.5,0,0
2779,203468,CJ McCollum,0.6,2.9,0.8,3.6
2780,77513,John McConathy,0,0,0,0
2781,77514,Paul McConnell,0,0,0,0
2782,204456,T.J. McConnell,0.5,2.5,0.3,1.4
2783,77515,Keith McCord,0.5,0.5,0,0
2784,77516,Tim McCormick,1.6,3.3,0.7,3.1
2785,1741,Jelani McCoy,1.1,2.4,0.0,2.0
2786,77517,Paul McCracken,0.5,1.2,0,0
2787,200840,Chris McCray,0.0,0.0,0,0
2788,1622,Rodney McCray,2.1,4.5,1.8,4.1
2789,77518,Scooter McCray,0.9,1.6,0.8,0.8
2790,1628571,Erik McCree,0.0,0.3,0,0
2791,1626191,Chris McCullough,0.7,1.2,0,0
2792,77520,John McCullough,0.1,0.4,0,0
2793,723,Clint McDaniel,0.3,0.6,0,0
2794,1365,Xavier McDaniel,2.4,3.7,2.8,4.2
2795,1630183,Jaden McDaniels,1.0,2.9,0.8,2.0
2796,1629667,Jalen McDaniels,0.8,3.0,0.4,1.6
2797,77523,Jim McDaniels,1.2,2.5,0,0
2798,203909,KJ McDaniels,0.6,1.5,0.3,1.5
2799,203926,Doug McDermott,0.4,1.9,0.3,0.7
2800,1630253,Sean McDermott,0.3,0.7,0,0
2801,77524,Ben McDonald,1.2,2.0,0.6,0.8
2802,77525,Glenn McDonald,0.6,0.9,0.1,0.6
2803,1075,Michael McDonald,1.0,0.0,0,0
2804,77527,Hank McDowell,0.9,1.3,0.3,0.4
2805,686,Antonio McDyess,2.4,5.1,2.3,4.5
2806,77528,Jim McElroy,0.6,1.4,0.2,0.2
2807,200829,Ivan McFarlin,0.6,0.4,0,0
2808,77529,Mel McGaha,0,0,0,0
2809,203956,Mitch McGary,1.1,2.4,0,0
2810,201580,JaVale McGee,1.8,3.3,1.6,2.4
2811,77530,Mike McGee,1.0,1.1,0.9,0.7
2812,77531,Bill McGill,0,0,0,0
2813,77532,George McGinnis,3.0,6.8,2.9,6.8
2814,77533,Jon McGlocklin,0.3,1.1,0.1,0.9
2815,1631121,Bryce McGowens,0.4,1.6,0,0
2816,1503,Tracy McGrady,1.4,4.2,1.3,4.5
2817,77534,Gil McGregor,0,0,0,0
2818,1630787,Cameron McGriff,2.0,3.0,0,0
2819,203585,Rodney McGruder,0.8,2.0,0.1,0.8
2820,77536,Al McGuire,0,0,0,0
2821,77535,Allie McGuire,0.0,1.0,0,0
2822,77537,Dick McGuire,0,0,0,0
2823,201187,Dominic McGuire,1.0,2.4,0.3,0.7
2824,1450,Kevin McHale,2.4,4.9,2.7,4.7
2825,29,Jim McIlvaine,1.2,1.9,0.7,0.4
2826,976,Jeff McInnis,0.4,1.6,0.7,1.0
2827,77540,Kenny McIntosh,1.6,3.5,0,0
2828,77541,Kevin McKenna,0.4,0.9,0.0,0.0
2829,77542,Forrest McKenzie,0.3,0.8,0,0
2830,77543,Stan McKenzie,0.3,1.2,0,0
2831,365,Derrick McKey,1.6,3.1,1.6,2.8
2832,243,Aaron McKie,0.6,2.7,0.6,3.0
2833,77547,Billy McKinney,0.3,1.1,0.7,0.8
2834,77545,Carlton McKinney,0.4,1.0,0,0
2835,77546,Horace McKinney,0,0,0,0
2836,203590,Trey McKinney-Jones,0.0,0.0,0,0
2837,1628035,Alfonzo McKinnie,0.8,1.6,0.7,1.4
2838,1630605,JaQuori McLaughlin,0.0,0.0,0,0
2839,1629162,Jordan McLaughlin,0.3,1.3,0.0,2.0
2840,203463,Ben McLemore,0.4,1.9,0.2,1.0
2841,77548,Mccoy McLemore,0,0,0,0
2842,77549,George McLeod,0,0,0,0
2843,2693,Keith McLeod,0.2,1.1,0,0
2844,1728,Roshown McLeod,0.8,1.9,0.2,0.3
2845,77551,Jack McMahon,0,0,0,0
2846,203,Nate McMillan,1.2,2.9,1.0,2.5
2847,77553,Tom McMillen,1.3,2.7,1.2,2.0
2848,77554,Jim McMillian,1.6,3.6,1.9,3.3
2849,77555,Shellie McMillon,0,0,0,0
2850,77556,Mal McMullan,0,0,0,0
2851,77557,Chet McNabb,0,0,0,0
2852,77558,Mark McNamara,1.2,1.7,0.0,0.5
2853,77559,Joe McNamee,0,0,0,0
2854,202077,Jerel McNeal,0.0,0.5,0,0
2855,77560,Chris McNealy,1.5,3.1,0,0
2856,77562,Bob McNeill,0,0,0,0
2857,77561,Larry McNeill,1.6,3.2,0.8,1.6
2858,77563,Carl McNulty,0,0,0,0
2859,2101,Paul McPherson,0.7,0.7,0,0
2860,77565,Cozell McQueen,1.0,1.7,0,0
2861,203895,Jordan McRae,0.3,1.6,0.0,1.0
2862,77566,Thales McReynolds,0,0,0,0
2863,201177,Josh McRoberts,1.1,2.8,0.6,2.4
2864,77567,Eric McWilliams,0,0,0,0
2865,77568,George Mearns,0,0,0,0
2866,2098,Slava Medvedenko,1.3,1.6,0.8,1.3
2867,1577,Darnell Mee,0.4,0.5,0.0,0.7
2868,201975,Jodie Meeks,0.3,1.8,0.1,0.6
2869,77570,Cliff Meely,1.1,3.3,0,0
2870,77571,Scott Meents,0.3,0.8,0.0,0.5
2871,77572,Dick Mehen,0,0,0,0
2872,77573,Don Meineke,0,0,0,0
2873,77574,Carl Meinhold,0,0,0,0
2874,1626257,Salah Mejri,1.3,2.7,1.3,2.0
2875,203539,Gal Mekel,0.1,0.7,0,0
2876,77576,Bill Melchionni,0,0,0,0
2877,77575,Gary Melchionni,0.7,1.7,0,0
2878,1629740,Nicolo Melli,0.6,2.2,0.7,1.3
2879,203097,Fab Melo,0.0,0.5,0,0
2880,1629001,De'Anthony Melton,0.7,3.0,1.0,2.2
2881,77577,Ed Melvin,0,0,0,0
2882,77578,Dean Meminger,1.1,1.5,0.8,1.3
2883,77579,Chuck Mencel,0,0,0,0
2884,77580,John Mengelt,0.4,1.4,0.3,1.4
2885,77581,Ken Menke,0,0,0,0
2886,200822,Pops Mensah-Bonsu,1.4,1.6,0,0
2887,1500,Ron Mercer,0.9,2.2,0.2,1.9
2888,77582,Joe Meriweather,1.9,3.7,1.2,1.9
2889,77583,Porter Meriwether,0,0,0,0
2890,1630241,Sam Merrill,0.2,1.0,0.1,0.5
2891,77584,Tom Meschery,0,0,0,0
2892,1629002,Chimezie Metu,0.6,2.8,0.3,0.0
2893,684,Loren Meyer,1.2,2.2,0.7,1.3
2894,77586,Dave Meyers,1.9,4.4,2.4,4.1
2895,77587,Stan Miasek,0,0,0,0
2896,77588,Larry Micheaux,1.1,1.6,3.0,2.3
2897,1626175,Jordan Mickey,0.6,1.4,0.3,1.5
2898,203114,Khris Middleton,0.6,4.2,0.7,5.6
2899,77589,Zigmund Mihalik,0,0,0,0
2900,2036,Chris Mihm,2.0,3.3,1.6,2.0
2901,1628450,Eric Mika,2.0,5.0,0,0
2902,77590,Ed Mikan,0,0,0,0
2903,600012,George Mikan,0,0,0,0
2904,77591,Larry Mikan,0,0,0,0
2905,77593,Vern Mikkelsen,0,0,0,0
2906,77594,Al Miksis,0,0,0,0
2907,101223,Aaron Miles,0.0,0.7,0,0
2908,101139,CJ Miles,0.4,1.9,0.5,1.6
2909,2032,Darius Miles,1.3,3.6,0,0
2910,77596,Eddie Miles,0,0,0,0
2911,1527,Marko Milic,0.3,0.4,0.0,0.5
2912,2545,Darko Milicic,1.3,2.9,0.6,0.6
2913,77598,Nat Militzok,0,0,0,0
2914,1889,Andre Miller,1.1,2.6,1.3,2.3
2915,292,Anthony Miller,1.0,1.7,0.9,1.0
2916,77605,Bill Miller,0,0,0,0
2917,77603,Bob Miller,1.0,1.5,0,0
2918,1802,Brad Miller,2.0,5.2,1.8,4.4
2919,203121,Darius Miller,0.2,1.5,0.2,2.0
2920,77602,Dick Miller,0.3,0.6,0,0
2921,77599,Eddie Miller,0,0,0,0
2922,77600,Harry Miller,0,0,0,0
2923,77601,Jay Miller,0,0,0,0
2924,1626259,Malcolm Miller,0.1,0.5,0.0,0.5
2925,2034,Mike Miller,0.6,3.6,0.3,2.2
2926,932,Oliver Miller,1.9,4.0,1.0,2.7
2927,203113,Quincy Miller,0.6,1.9,0,0
2928,397,Reggie Miller,0.6,2.4,0.5,2.4
2929,77604,Walt Miller,0,0,0,0
2930,168,Chris Mills,1.4,3.6,1.3,3.0
2931,77606,John Mills,0,0,0,0
2932,201988,Patty Mills,0.3,1.4,0.2,1.3
2933,371,Terry Mills,1.5,3.9,0.9,3.4
