INDEX,ID,PLAYER_NAME,REG_OFF_REB,REG_DEF_REB,PLY_OFF_REB,PLY_DEF_REB
1218,1631165,Keon Ellis,0.3,0.3,0,0
1219,111,LaPhonso Ellis,2.1,4.3,2.1,4.8
1220,1034,LeRon Ellis,1.0,1.5,0.0,0.0
1221,76663,Leroy Ellis,2.8,5.5,0.0,0.0
1222,101145,Monta Ellis,0.6,2.8,0.7,2.1
1223,442,Pervis Ellison,2.3,4.4,2.8,1.5
1224,600010,Len Elmore,1.4,2.8,1.1,2.2
1225,1922,Francisco Elson,1.1,2.4,0.9,1.9
1226,76667,Darrell Elston,0.2,1.0,0,0
1227,2408,Melvin Ely,1.2,2.0,0.7,0.9
1228,203954,Joel Embiid,2.2,8.9,2.0,8.8
1229,76668,Wayne Embry,0,0,0,0
1230,2765,Andre Emmett,0.1,0.4,0,0
1231,76669,Ned Endress,0,0,0,0
1232,76670,Chris Engler,0.7,1.3,0.0,2.0
1233,76671,Wayne Englestad,0.5,1.0,0,0
1234,76672,A.J. English,0.9,1.2,0,0
1235,76673,Alex English,2.3,3.2,2.4,3.0
1236,76674,Claude English,0,0,0,0
1237,76676,Jojo English,0.2,0.8,0.1,0.3
1238,203119,Kim English,0.2,0.7,0,0
1239,76675,Scott English,0,0,0,0
1240,76677,Gene Englund,0,0,0,0
1241,203898,Tyler Ennis,0.3,1.1,3.0,1.0
1242,203516,James Ennis III,1.0,2.3,1.4,3.0
1243,76678,Ray Epps,0.0,0.4,0,0
1244,201623,Semih Erden,0.8,1.9,0,0
1245,76679,Bo Erias,0,0,0,0
1246,76680,Keith Erickson,1.3,3.5,0.8,2.7
1247,76681,Julius Erving,2.5,4.2,2.6,4.5
1248,1915,Evan Eschmeyer,1.4,2.5,0.4,0.5
1249,76682,Jack Eskridge,0,0,0,0
1250,76683,Vincenzo Esposito,0.1,0.4,0,0
1251,1629234,Drew Eubanks,1.5,3.2,0,0
1252,76687,Bob Evans,0,0,0,0
1253,967,Brian Evans,0.5,1.1,0.0,0.2
1254,76685,Earl Evans,0.7,1.4,0,0
1255,1628980,Jacob Evans,0.3,0.9,0.0,0.1
1256,1628393,Jawun Evans,0.2,1.5,0,0
1257,202379,Jeremy Evans,1.0,1.6,0.0,1.5
1258,2230,Maurice Evans,1.0,1.5,0.5,0.9
1259,76686,Mike Evans,0.3,1.1,0.3,1.5
1260,2501,Reggie Evans,2.5,4.7,2.0,5.3
1261,201936,Tyreke Evans,0.8,3.7,0.4,4.3
1262,101137,Daniel Ewing,0.3,1.0,0.0,0.0
1263,121,Patrick Ewing,2.3,7.5,2.4,7.9
1264,201607,Patrick Ewing,0.1,0.1,0.0,0.0
1265,203957,Dante Exum,0.4,1.4,0.4,0.8
1266,201963,Christian Eyenga,0.6,2.1,0.3,0.3
1267,203105,Festus Ezeli,1.7,2.5,1.1,1.7
1268,76689,Johnny Ezersky,0,0,0,0
1269,76690,Joe Fabel,0,0,0,0
1270,76691,John Fairchild,0,0,0,0
1271,1629605,Tacko Fall,0.6,1.8,0.0,0.7
1272,76692,Phil Farbman,0,0,0,0
1273,202702,Kenneth Faried,3.1,5.1,2.2,5.2
1274,76693,Dick Farley,0,0,0,0
1275,200770,Jordan Farmar,0.3,1.6,0.2,1.3
1276,2824,Desmon Farmer,0.0,0.6,0,0
1277,76695,Jim Farmer,0.6,0.8,0.6,0.2
1278,76694,Mike Farmer,0,0,0,0
1279,1108,Tony Farmer,1.3,1.9,0,0
1280,76696,Bob Faught,0,0,0,0
1281,203543,Vitor Faverani,1.1,2.3,0,0
1282,202324,Derrick Favors,2.4,4.7,2.0,3.7
1283,201174,Nick Fazekas,1.3,2.1,0,0
1284,76697,Dave Fedor,0,0,0,0
1285,76698,Bob Feerick,0,0,0,0
1286,76699,Butch Feher,0.4,1.2,0,0
1287,994,Jamie Feick,2.6,4.6,0,0
1288,76701,Ron Feiereisel,0,0,0,0
1289,76702,George Feigenbaum,0,0,0,0
1290,76703,Dave Feitl,0.9,2.1,0.0,0.3
1291,1627770,Kay Felder,0.1,0.9,0,0
1292,1626245,Cristiano Felicio,1.5,2.4,1.2,3.2
1293,203467,Carrick Felix,0.1,0.7,0,0
1294,101230,Noel Felix,0.3,0.8,0,0
1295,76704,Ray Felix,0,0,0,0
1296,101109,Raymond Felton,0.6,2.4,0.6,1.9
1297,76705,Jake Fendley,0,0,0,0
1298,76706,Bill Fenley,0,0,0,0
1299,2724,Desmond Ferguson,0.0,0.6,0,0
1300,1628390,Terrance Ferguson,0.4,0.9,0.3,1.1
1301,201164,Rudy Fernandez,0.5,1.9,0.3,1.8
1302,1628981,Bruno Fernando,1.0,2.0,0.2,0.0
1303,76707,Eric Fernsten,0.7,1.0,0.3,0.3
1304,76708,Al Ferrari,0,0,0,0
1305,76709,Rolando Ferreira,0.3,0.8,0,0
1306,273,Duane Ferrell,0.9,1.0,1.3,0.9
1307,1627812,Yogi Ferrell,0.3,1.8,0.0,0.3
1308,76711,Arnie Ferrin,0,0,0,0
1309,76712,Bob Ferry,0,0,0,0
1310,198,Danny Ferry,0.7,2.1,0.4,1.7
1311,201178,Kyrylo Fesenko,0.7,1.3,0.8,3.1
1312,76713,Kenny Fields,1.0,1.6,0.6,1.8
1313,202361,Landry Fields,1.0,3.3,0.6,1.7
1314,76714,Ron Filipek,0,0,0,0
1315,76715,Greg Fillmore,0,0,0,0
1316,76716,Hank Finkel,0.6,1.4,0.5,0.5
1317,714,Michael Finley,1.0,3.3,0.7,2.9
1318,76717,Danny Finn,0,0,0,0
1319,1627827,Dorian Finney-Smith,1.5,3.1,1.9,3.7
1320,900,Matt Fish,0.9,1.3,0,0
1321,965,Derek Fisher,0.3,1.7,0.3,1.9
1322,2809,Gerald Fitch,0.4,1.3,0,0
1323,1630238,Malik Fitts,0.1,1.0,0.0,0.2
1324,76720,Bob Fitzgerald,0,0,0,0
1325,76719,Dick Fitzgerald,0,0,0,0
1326,2033,Marcus Fizer,1.3,3.3,0,0
1327,76721,Jerry Fleishman,0,0,0,0
1328,76722,Al Fleming,0.7,0.9,0.2,0.6
1329,76723,Ed Fleming,0,0,0,0
1330,313,Vern Fleming,1.1,2.3,1.0,1.3
1331,2784,Luis Flores,0.1,0.1,0,0
1332,76725,Bruce Flowers,1.3,2.1,0,0
1333,76726,Sleepy Floyd,0.7,2.0,0.6,1.5
1334,201938,Jonny Flynn,0.3,1.6,0,0
1335,1630201,Malachi Flynn,0.2,1.5,0.3,0.2
1336,76727,Mike Flynn,0.9,1.3,0,0
1337,76728,Larry Fogle,0.5,1.0,0,0
1338,76729,Jack Foley,0,0,0,0
1339,1829,Ike Fontaine,0.0,0.8,0,0
1340,76731,Levi Fontaine,0,0,0,0
1341,1631323,Simone Fontecchio,0.6,1.1,0,0
1342,202880,Jeff Foote,0.3,1.3,0,0
1343,1627854,Bryn Forbes,0.2,1.5,0.1,1.4
1344,201814,Gary Forbes,0.5,1.5,0.0,1.0
1345,1630758,Aleem Ford,0.4,2.6,0,0
1346,76732,Alphonso Ford,0.7,1.1,0,0
1347,2228,Alton Ford,0.5,1.2,0,0
1348,76733,Chris Ford,1.1,1.8,0.8,2.1
1349,76734,Don Ford,1.1,2.4,1.3,3.0
1350,76735,Jake Ford,0,0,0,0
1351,76736,Phil Ford,0.3,1.4,0.2,1.5
1352,101213,Sharrod Ford,0.3,0.7,0,0
1353,726,Sherell Ford,0.4,0.4,0,0
1354,2551,T.J. Ford,0.7,2.4,0.6,2.3
1355,76738,Donnie Forman,0,0,0,0
1356,76739,Bayard Forrest,1.4,2.7,0.6,1.3
1357,1630235,Trent Forrest,0.3,1.2,0.0,0.0
1358,2218,Joseph Forte,0.2,0.5,0,0
1359,202622,Courtney Fortson,0.6,0.9,0,0
1360,1504,Danny Fortson,2.7,4.5,0.5,1.9
1361,76740,Fred Foster,0.7,0.9,0,0
1362,323,Greg Foster,0.8,1.8,0.6,1.7
1363,1902,Jeff Foster,2.8,4.1,2.3,3.2
1364,76742,Rod Foster,0.4,0.9,0.3,0.5
1365,1630701,Michael Foster Jr.,0.0,0.0,0,0
1366,2238,Antonis Fotsis,0.9,1.3,0,0
1367,203095,Evan Fournier,0.4,2.3,0.6,2.3
1368,76744,Larry Foust,0,0,0,0
1369,76745,Jerry Fowler,0,0,0,0
1370,1762,Tremaine Fowlkes,0.9,1.3,0,0
1371,1628368,De'Aaron Fox,0.5,3.1,1.7,3.7
1372,76746,Harold Fox,0,0,0,0
1373,76747,Jim Fox,1.9,4.1,0.5,0.9
1374,296,Rick Fox,1.1,2.7,0.8,2.3
1375,200751,Randy Foye,0.3,1.9,0.2,1.3
1376,1502,Adonal Foyle,1.8,2.9,0.0,0.8
1377,2499,Richie Frahm,0.3,0.9,0,0
1378,1883,Steve Francis,1.7,3.9,1.2,7.2
1379,76748,Tellis Frank,1.4,2.5,0,0
1380,76749,Nat Frankel,0,0,0,0
1381,203479,Jamaal Franklin,0.2,0.8,0.0,0.5
1382,1629606,Robert Franks,0.9,1.1,0,0
1383,204025,Tim Frazier,0.5,1.8,0.0,0.7
1384,76750,Walt Frazier,1.1,4.2,1.6,6.1
1385,76751,Will Frazier,0,0,0,0
1386,1626187,Michael Frazier II,0.1,0.7,0.3,0.8
1387,1628982,Melvin Frazier Jr.,0.3,0.6,0.3,1.0
1388,76752,Anthony Frederick,0.9,1.0,0,0
1389,202690,Jimmer Fredette,0.2,0.8,0,0
1390,76753,World Free,1.1,1.6,0.8,1.5
1391,202683,Enes Freedom,3.0,4.8,2.3,3.6
1392,200777,Joel Freeland,1.3,2.2,0.4,0.5
1393,76754,Donnie Freeman,1.1,1.7,0,0
1394,76755,Gary Freeman,0,0,0,0
1395,76756,Rod Freeman,0.6,0.9,0,0
1396,2782,Matt Freije,0.6,1.5,0,0
1397,76757,Frido Frey,0,0,0,0
1398,76758,Larry Friend,0,0,0,0
1399,76759,Pat Frink,0,0,0,0
1400,76760,Jim Fritsche,0,0,0,0
1401,101112,Channing Frye,0.9,3.6,0.3,2.9
1402,76761,Bernie Fryer,0.7,1.2,0,0
1403,76762,Frank Fucarino,0,0,0,0
1404,76763,Herm Fuetsch,0,0,0,0
1405,76764,Joe Fulks,0,0,0,0
1406,2673,Hiram Fuller,1.0,1.8,0,0
1407,957,Todd Fuller,1.1,1.9,0.8,2.0
1408,76765,Tony Fuller,0.9,1.9,0,0
1409,1628365,Markelle Fultz,0.8,2.6,0.0,1.8
1410,1444,Lawrence Funderburke,1.4,2.2,0.5,0.8
1411,76767,Terry Furlow,0.9,1.2,1.1,1.6
1412,76768,Billy Gabor,0,0,0,0
1413,1629117,Wenyen Gabriel,1.4,2.0,1.1,0.3
1414,2429,Dan Gadzuric,1.7,2.7,1.0,1.4
1415,202070,Tony Gaffney,0,0,0,0
1416,1629655,Daniel Gafford,1.9,2.9,2.8,3.0
1417,101184,Deng Gai,0.0,0.0,0,0
1418,76769,Elmer R. Gainer,0,0,0,0
1419,76770,Corey Gaines,0.2,0.7,0.0,0.5
1420,2558,Reece Gaines,0.1,0.6,0,0
1421,202178,Sundiata Gaines,0.4,1.1,0.2,0.2
1422,76771,Mike Gale,0.5,2.0,0.9,1.8
1423,76772,Chad Gallagher,0.0,0.0,0,0
1424,76773,Harry Gallatin,0,0,0,0
1425,201568,Danilo Gallinari,0.7,4.1,0.7,3.9
1426,204038,Langston Galloway,0.5,2.0,0.3,2.5
1427,76774,Dave Gambee,0,0,0,0
1428,333,Kevin Gamble,0.6,1.7,0.7,1.5
1429,76776,Bob Gantt,0,0,0,0
1430,200816,Jorge Garbajosa,0.7,4.0,0,0
1431,2092,Ruben Garces,1.2,1.0,0,0
1432,2682,Alex Garcia,0.7,0.8,0,0
1433,101128,Francisco Garcia,0.5,2.0,0.3,1.4
1434,76778,Earl Gardner,0,0,0,0
1435,201242,Thomas Gardner,0.2,0.4,0.0,0.7
1436,76779,Vern Gardner,0,0,0,0
1437,76780,Jack Garfinkel,0,0,0,0
1438,1627868,Patricio Garino,0.2,1.2,0,0
1439,1629636,Darius Garland,0.5,2.1,0.0,1.8
1440,76781,Gary Garland,0.6,1.1,0,0
1441,76782,Winston Garland,0.8,2.0,1.0,2.3
1442,76783,Dick Garmaker,0,0,0,0
1443,1612,Chris Garner,0.2,0.6,0,0
1444,76785,Bill Garnett,1.6,2.8,1.3,1.5
1445,708,Kevin Garnett,2.2,7.8,2.2,8.5
1446,1831,Marlon Garnett,0.1,0.8,0,0
1447,1628656,Billy Garrett,0.0,0.8,0,0
1448,76786,Calvin Garrett,0.8,1.8,0.2,0.9
1449,1051,Dean Garrett,1.7,3.4,2.4,2.4
1450,203197,Diante Garrett,0.2,1.1,0,0
1451,76788,Eldo Garrett,0.4,0.6,0.1,0.3
1452,1630585,Marcus Garrett,0.8,1.2,0,0
1453,76789,Rowland Garrett,0.8,1.5,0.4,1.2
1454,76790,Tom Garrick,0.5,1.5,0,0
1455,76791,John Garris,1.1,1.3,0,0
1456,1619,Kiwane Garris,0.1,0.5,0,0
1457,1727,Pat Garrity,0.6,2.0,0.8,2.5
1458,1630586,Usman Garuba,1.4,2.5,0,0
1459,76793,Jim Garvin,0.2,0.7,0,0
1460,1630568,Luka Garza,1.5,1.2,0,0
1461,201188,Marc Gasol,1.6,5.8,1.5,6.1
1462,2200,Pau Gasol,2.5,6.7,2.7,6.4
1463,76794,Frank Gates,0,0,0,0
1464,423,Chris Gatling,1.8,3.6,2.2,3.1
1465,930,Kenny Gattison,1.5,3.2,1.8,2.1
1466,200752,Rudy Gay,1.3,4.3,1.7,4.8
1467,76797,Ed Gayda,0,0,0,0
1468,1845,Andrew Gaze,0.1,0.3,0,0
1469,1627771,Michael Gbinije,0.2,0.1,0,0
1470,1002,Reggie Geary,0.2,0.6,0.0,0.3
1471,202087,Alonzo Gee,0.9,2.3,0.0,1.0
1472,761,Matt Geiger,2.1,3.6,1.5,2.1
1473,101153,Mickael Gelabale,0.7,1.5,0,0
1474,1904,Devean George,0.9,2.3,0.7,2.0
1475,76800,Jack George,0,0,0,0
1476,202331,Paul George,0.9,5.5,1.0,6.6
1477,76801,Tate George,0.4,0.6,0.2,0.3
1478,1627875,Marcus Georges-Hunt,0.2,0.4,0.5,0.0
1479,76802,Gus Gerard,1.0,1.5,0.8,1.3
1480,76803,Derrick Gervin,0.9,1.4,0,0
1481,76804,George Gervin,1.5,3.1,1.9,3.9
1482,76805,Gorham Getchell,0,0,0,0
1483,76806,John Gianelli,2.0,4.2,2.5,4.2
1484,76807,Dick Gibbs,0.8,1.1,0.0,0.2
1485,200789,Daniel Gibson,0.4,1.6,0.3,0.9
1486,76808,Dee Gibson,0,0,0,0
1487,1626780,Jonathan Gibson,0.0,1.1,0,0
1488,76809,Mel Gibson,0,0,0,0
1489,76810,Mike Gibson,0.7,1.0,0,0
1490,201959,Taj Gibson,2.2,3.7,1.9,2.9
1491,76811,Ward Gibson,0,0,0,0
1492,201592,J.R. Giddens,0.5,0.9,0,0
1493,1630581,Josh Giddey,1.9,6.0,0,0
1494,201821,Trey Gilder,0.0,0.5,0,0
1495,1628385,Harry Giles III,1.0,2.8,2.0,1.0
1496,1628983,Shai Gilgeous-Alexander,0.7,3.9,0.5,3.5
1497,1630264,Anthony Gill,0.7,1.2,0.3,0.8
1498,2109,Eddie Gill,0.1,1.0,0.0,0.4
1499,383,Kendall Gill,1.3,2.8,1.6,2.1
1500,76812,Ben Gillery,0.3,0.7,0,0
1501,1631221,Collin Gillespie,0,0,0,0
1502,1630273,Freddie Gillespie,1.9,2.7,0,0
1503,76813,Gene Gillette,0,0,0,0
1504,288,Armen Gilliam,2.3,4.6,1.1,3.4
1505,76815,Herm Gilliam,0.9,2.2,0.4,0.9
1506,600014,Artis Gilmore,2.9,7.2,2.3,5.7
1507,76817,Walt Gilmore,0,0,0,0
1508,76818,Chuck Gilmur,0,0,0,0
1509,1938,Manu Ginobili,0.6,2.8,0.7,3.3
1510,1921,Gordan Giricek,0.4,2.0,0.3,1.7
1511,76819,Jack Givens,1.4,1.6,0.6,1.4
1512,202148,Mickell Gladness,0.5,1.7,0,0
1513,76820,George Glamack,0,0,0,0
1514,76821,Gerald Glass,1.1,1.4,0,0
1515,76822,Mike Glenn,0.3,0.9,0.2,1.0
1516,76823,Norman Glick,0,0,0,0
1517,76824,Georgi Glouchkov,0.6,2.7,0,0
1518,76825,Clarence Glover,0,0,0,0
1519,1901,Dion Glover,0.7,2.3,0,0
1520,2601,Andreas Glyniadakis,0.2,0.5,0,0
1521,76826,Mike Gminski,2.2,4.7,1.6,3.9
1522,203497,Rudy Gobert,3.3,8.3,3.6,7.8
1523,76827,Dan Godfread,0.0,0.2,0,0
1524,76828,Tom Gola,0,0,0,0
1525,76829,Ben Goldfaden,0,0,0,0
1526,924,Anthony Goldwire,0.3,1.1,0,0
1527,101155,Ryan Gomes,1.3,3.3,0,0
1528,76830,Glen Gondrezick,1.7,2.8,1.5,1.5
1529,76831,Grant Gondrezick,0.7,0.9,0,0
1530,2400,Drew Gooden,2.4,4.7,2.3,4.9
1531,76832,Gail Goodrich,1.1,1.6,1.4,1.8
1532,1864,Steve Goodrich,0.4,0.9,0,0
1533,203462,Archie Goodwin,0.5,1.5,0,0
1534,1629164,Brandon Goodwin,0.3,1.3,0,0
1535,1630692,Jordan Goodwin,0.9,2.3,0,0
1536,76833,Wilfred Goodwin,0,0,0,0
1537,203932,Aaron Gordon,1.7,4.6,2.5,3.7
1538,2732,Ben Gordon,0.4,2.0,0.8,2.4
1539,204079,Drew Gordon,0.8,1.2,0,0
1540,201569,Eric Gordon,0.4,2.0,0.5,2.3
1541,76834,Lancaster Gordon,0.6,0.7,0,0
1542,76835,Paul Gordon,0,0,0,0
1543,101162,Marcin Gortat,2.2,5.8,2.0,4.1
1544,76836,Leo Gottlieb,0,0,0,0
1545,202726,Andrew Goudelock,0.1,0.6,0.1,0.8
1546,76837,Bato Govedarica,0,0,0,0
1547,76838,Joe Graboski,0,0,0,0
1548,76839,Ricky Grace,0.0,0.3,0,0
1549,1628984,Devonte' Graham,0.4,1.9,0.3,1.2
1550,37,Greg Graham,0.3,0.8,0.0,0.8
1551,101121,Joey Graham,0.7,2.1,0.4,2.1
1552,76843,Mal Graham,0,0,0,0
1553,76841,Orlando Graham,1.1,0.4,0.0,0.5
1554,76842,Paul Graham,0.8,1.7,0.3,0.7
1555,101211,Stephen Graham,0.3,1.5,0.0,0.0
1556,1626203,Treveon Graham,0.7,1.6,0.4,1.6
1557,76844,Jim Grandholm,0.8,1.2,0,0
1558,97,Ronnie Grandison,0.7,0.9,0.0,0.0
1559,101122,Danny Granger,1.2,3.8,0.9,3.2
1560,76847,Stewart Granger,0.2,0.8,0,0
1561,258,Brian Grant,2.4,5.0,2.6,4.5
1562,76850,Bud Grant,0,0,0,0
1563,202,Gary Grant,0.6,1.7,0.3,0.5
1564,285,Greg Grant,0.2,0.7,0.5,0.4
1565,265,Harvey Grant,1.5,2.9,0.7,2.1
1566,270,Horace Grant,3.0,5.1,3.2,5.3
1567,203924,Jerami Grant,0.9,3.1,0.8,2.9
1568,1626170,Jerian Grant,0.3,1.6,0.0,1.0
1569,76852,Josh Grant,0.5,1.2,0.0,0.0
1570,1514,Paul Grant,0.5,0.6,0,0
1571,76853,Travis Grant,0.0,0.3,0,0
1572,1629055,Donte Grantham,0.0,0.0,0,0
1573,76854,Don Grate,0,0,0,0
1574,76855,Butch Graves,0.0,0.5,0,0
1575,1629755,Hassani Gravett,0.1,2.5,0,0
1576,201189,Aaron Gray,1.4,2.4,0.4,2.4
1577,1070,Devin Gray,0.6,0.8,0,0
1578,1516,Ed Gray,0.3,1.0,0.3,0.9
1579,1026,Evric Gray,0.2,0.4,0,0
1580,76859,Gary Gray,0,0,0,0
1581,1627982,Josh Gray,0.4,1.3,0,0
1582,76860,Leonard Gray,1.5,3.8,0.8,2.4
1583,76861,Stuart Gray,0.8,1.8,0.7,1.4
1584,76862,Sylvester Gray,2.1,3.1,0,0
1585,76863,Wyndol Gray,0,0,0,0
1586,81,Jeff Grayer,1.3,1.6,0.4,1.0
1587,76865,Bob Greacen,0,0,0,0
1588,920,A.C. Green,2.6,4.8,2.5,4.5
1589,1631260,AJ Green,0.2,1.1,0,0
1590,201980,Danny Green,0.6,2.8,0.7,2.5
1591,101209,Devin Green,0.4,0.5,0,0
1592,203110,Draymond Green,1.1,5.9,1.7,7.2
1593,203475,Erick Green,0.2,0.5,0,0
1594,101123,Gerald Green,0.5,2.0,0.2,1.5
1595,203210,JaMychal Green,1.6,3.9,0.8,2.5
1596,1630224,Jalen Green,0.5,3.0,0,0
1597,1629750,Javonte Green,0.9,1.9,1.3,1.3
1598,201145,Jeff Green,0.9,3.3,0.6,2.7
1599,76867,Johnny Green,0,0,0,0
1600,1630182,Josh Green,0.8,1.7,0.1,0.6
1601,76868,Ken Green,1.7,2.1,0,0
1602,76869,Kenny Green,0.6,1.1,0,0
1603,600011,Lamar Green,1.3,4.0,0,0
1604,1036,Litterial Green,0.2,0.3,0,0
1605,76872,Luther Green,0,0,0,0
1606,76873,Mike Green,2.0,3.4,2.6,3.3
1607,76874,Rickey Green,0.5,1.4,0.4,1.5
1608,76875,Sean Green,0.4,0.6,0.0,0.0
1609,76877,Si Green,0,0,0,0
1610,76876,Sidney Green,1.9,4.2,1.3,2.2
1611,76878,Steve Green,0.9,1.1,0,0
1612,201192,Taurean Green,0.0,0.6,0,0
1613,76879,Tommy Green,0.3,0.8,0,0
1614,2584,Willie Green,0.3,1.5,0.2,1.1
1615,201590,Donte Greene,0.6,1.8,0,0
1616,101158,Orien Greene,0.4,1.1,0,0
1617,76880,Jerry Greenspan,0,0,0,0
1618,76881,David Greenwood,2.3,5.6,1.5,3.8
1619,76882,Hal Greer,0,0,0,0
1620,2696,Lynn Greer,0.0,0.6,0,0
1621,76883,Gary Gregor,0,0,0,0
1622,76884,Claude Gregory,1.6,2.3,0,0
1623,76885,John Greig,0.2,0.4,0,0
1624,76886,Norm Grekin,0,0,0,0
1625,76887,Kevin Grevey,0.9,1.5,0.9,1.1
1626,1631100,AJ Griffin,0.5,1.6,0,0
1627,1559,Adrian Griffin,1.1,2.1,1.1,1.9
1628,201933,Blake Griffin,1.9,6.0,1.9,5.8
1629,2204,Eddie Griffin,1.6,4.1,0,0
1630,76888,Greg Griffin,1.2,1.6,1.0,1.0
1631,76889,Paul Griffin,1.9,3.7,1.9,3.6
1632,201981,Taylor Griffin,0.0,0.3,0,0
1633,76890,Darrell Griffith,1.0,2.3,1.0,2.8
1634,76891,Chuck Grigsby,0,0,0,0
1635,1629656,Quentin Grimes,0.6,2.1,0.3,2.4
1636,1575,Derek Grimm,0.0,0.4,0,0
1637,76893,George Grimshaw,0,0,0,0
1638,76894,Dick Groat,0,0,0,0
1639,76895,Bob Gross,1.8,2.6,2.2,2.8
1640,76896,Jerry Grote,0,0,0,0
1641,76897,Alex Groza,0,0,0,0
1642,101219,Anthony Grundy,0.1,1.3,0,0
1643,76899,Ernie Grunfeld,0.7,1.9,0.5,1.7
1644,76900,Gene Guarilia,0,0,0,0
1645,76901,Petur Gudmundsson,1.1,2.6,0.6,1.3
1646,1629741,Marko Guduric,0.3,1.3,0,0
1647,76902,Richie Guerin,0,0,0,0
1648,339,Tom Gugliotta,2.1,5.2,1.0,3.8
1649,76903,Andres Guibert,1.2,1.6,0,0
1650,76904,Jay Guidinger,0.6,0.9,0.3,0.0
1651,76905,Coulby Gunther,0,0,0,0
1652,76906,Dave Gunther,0,0,0,0
1653,76907,Al Guokas,0,0,0,0
1654,76908,Matt Guokas,0.4,1.2,0.4,0.8
1655,76909,Matt Guokas,0,0,0,0
1656,203268,Jorge Gutierrez,0.2,1.0,0.2,0.5
1657,1629657,Kyle Guy,0.2,0.8,0,0
1658,2062,A.J. Guyton,0.3,0.7,0,0
1659,2775,Ha Seung-jin,0.4,1.0,0,0
1660,1629060,Rui Hachimura,1.0,4.0,0.7,3.8
1661,76910,Rudy Hackett,0.7,1.5,0,0
1662,201632,Hamed Haddadi,0.9,1.6,0.6,0.7
1663,76911,Scott Haffner,0.2,0.9,0,0
1664,76912,Cliff Hagan,0,0,0,0
1665,76913,Glenn Hagan,0.5,0.5,0,0
1666,1630204,Ashton Hagans,0.0,0.0,0,0
1667,76914,Bob Hahn,0,0,0,0
1668,76915,Al Hairston,0,0,0,0
1669,76916,Happy Hairston,4.2,8.9,3.0,7.4
1670,76917,Lindsay Hairston,1.4,2.4,0,0
1671,201612,Malik Hairston,0.4,0.9,0,0
1672,203798,PJ Hairston,0.4,2.0,0.0,0.0
1673,2409,Marcus Haislip,0.6,0.9,1.0,0.7
1674,76918,Chuck Halbert,0,0,0,0
1675,76919,Harvey Halbrook,0,0,0,0
1676,76920,Bruce Hale,0,0,0,0
1677,917,Jack Haley,1.0,1.7,0.4,0.6
1678,1630169,Tyrese Haliburton,0.7,2.9,0,0
1679,76922,Shaler Halimon,0,0,0,0
1680,1628985,Devon Hall,0.2,0.5,0,0
1681,1629743,Donta Hall,1.7,2.8,1.0,0.7
1682,1631160,Jordan Hall,0.3,1.0,0,0
1683,1630221,Josh Hall,0.3,2.5,0,0
1684,200837,Mike Hall,0.5,0.5,0,0
1685,1629788,Tyler Hall,0.0,0.0,0,0
1686,76923,Jeff Halliburton,0,0,0,0
1687,1032,Darvin Ham,1.1,1.2,0.7,0.5
1688,984,Steve Hamer,0.5,1.2,0,0
1689,76925,Dale Hamilton,0,0,0,0
1690,1627772,Daniel Hamilton,0.4,1.7,0,0
1691,76926,Dennis Hamilton,0,0,0,0
1692,202706,Jordan Hamilton,0.6,2.3,0.0,0.0
1693,203120,Justin Hamilton,1.2,2.4,0,0
1694,76927,Ralph Hamilton,0,0,0,0
1695,1888,Richard Hamilton,0.9,2.2,1.2,2.7
1696,76928,Roylee Hamilton,0.6,0.9,0,0
1697,76929,Steve Hamilton,0,0,0,0
1698,2347,Tang Hamilton,0.7,1.3,0,0
1699,676,Thomas Hamilton,1.2,2.2,0,0
1700,1985,Zendon Hamilton,1.4,2.1,0,0
1701,903,Geert Hammink,0.4,0.5,0,0
1702,67,Tom Hammonds,1.1,2.2,0.9,1.2
1703,1627773,AJ Hammons,0.4,1.3,0,0
1704,1630181,R.J. Hampton,0.4,2.4,0,0
1705,241,Darrin Hancock,0.4,0.8,0.4,0.6
1706,1052,Ben Handlogten,1.2,2.0,0,0
1707,76935,Cecil Hankins,0,0,0,0
1708,76936,Phil Hankinson,0.7,1.1,0.5,0.3
1709,1628605,Dusty Hannahs,0.0,0.5,0,0
1710,76937,Alex Hannum,0,0,0,0
1711,76938,Don Hanrahan,0,0,0,0
1712,76939,Rollen Hans,0,0,0,0
1713,203162,Ben Hansbrough,0.1,0.6,0.2,0.3
1714,201946,Tyler Hansbrough,1.7,2.5,1.5,1.6
1715,76942,Bob Hansen,0.7,1.5,0.8,1.7
1716,76940,Glenn Hansen,0.9,1.3,0,0
1717,76941,Lars Hansen,1.5,2.5,0,0
1718,2580,Travis Hansen,0.7,1.0,0,0
1719,1682,Reggie Hanson,0.4,0.4,0,0
1720,76944,Bill Hanzlik,0.9,1.8,1.0,1.9
1721,202376,Luke Harangody,0.9,1.9,0,0
1722,358,Anfernee Hardaway,1.4,3.1,1.6,3.2
1723,896,Tim Hardaway,0.6,2.7,0.6,2.5
1724,203501,Tim Hardaway Jr.,0.3,2.6,0.4,2.1
1725,201935,James Harden,0.8,4.9,0.7,4.8
1726,76945,Reggie Harding,0,0,0,0
1727,76946,Charlie Hardnett,0,0,0,0
1728,76947,Alan Hardy,0.4,0.5,0,0
1729,1630702,Jaden Hardy,0.2,1.6,0,0
1730,76948,James Hardy,1.8,3.5,0,0
1731,76949,John Hargis,0,0,0,0
